MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
Sundaram Global Brand Fund(G),2007-08-22,3005,10.9,1.14,1.93,0.16,11.94,77.54,0.69,0.07,0.12,0.16,0.05,0.31,7,31,31,6,28,17,MSCI AC World Index,Sundaram Global Brand Fund(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - Nov 2026 Index Fund-Reg(G),2022-11-17,46213,0.78,5.39,11.9,0.05,4.06,83.21,0.05,0.34,0.75,0.05,0.02,0.33,7,6,4,6,6,6,CRISIL IBX 90:10 SDL Plus Gilt Index - November 2026,Bandhan CRISIL IBX 90:10 SDL Plus Gilt - Nov 2026 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
ICICI Pru Nifty Healthcare ETF,2021-05-18,45383,14.18,2.82,5.33,0.45,31.95,89.13,0.89,0.18,0.34,0.45,0.13,0.35,64,21,12,10,18,8,Nifty Healthcare Index - TRI,ICICI Pru Nifty Healthcare ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Axis Silver ETF,2022-09-21,46369,25.31,0.7,1.17,1.12,14.57,15.75,1.59,0.04,0.07,1.12,0.06,0.06,21,21,22,18,9,16,Silver,Axis Silver ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF-Reg(G),2024-03-01,48497,,,,,,,,,,,,,,,,,,,Nifty Smallcap250 Momentum Quality 100 - TRI,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
ICICI Pru India Equity (FOF)(G),2020-02-25,44626,11.79,3.37,5.12,0.45,38.28,88.91,0.74,0.21,0.32,0.45,0.15,0.35,40,10,12,40,5,6,BSE 500 - TRI,ICICI Pru India Equity (FOF)(G),8.71,2.66,4.36,0.46,19.3,63.9,53
SBI FMP-50-1843D-Reg(G),2021-09-07,45842,0.59,3.21,6.35,0.06,1.76,31.68,0.04,0.2,0.4,0.06,0.01,0.13,34,69,69,49,77,65,CRISIL Medium to Long Term Debt Index,SBI FMP-50-1843D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Kotak Nifty 100 Low Volatility 30 ETF,2022-03-23,45688,10.51,2.71,4.73,0.67,16.46,42.51,0.66,0.17,0.3,0.67,0.07,0.17,6,41,19,22,59,51,Nifty100 Low Volatility 30 - TRI,Kotak Nifty 100 Low Volatility 30 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Sundaram Arbitrage Fund(G),2016-04-21,32098,0.96,4.77,10.69,-0.01,4.59,-773.01,0.06,0.3,0.67,-0.01,0.02,-3.07,10,20,14,3,20,17,Nifty 50 Arbitrage - TRI,Sundaram Arbitrage Fund(G),0.97,5.02,10.54,-0.01,4.87,955.96,24
Nippon India ETF Nifty Infrastructure BeES,2010-10-04,12859,18.33,2.56,3.59,1.23,24.8,38.0,1.15,0.16,0.23,1.23,0.1,0.15,106,51,58,124,46,64,Nifty Infrastructure - TRI,Nippon India ETF Nifty Infrastructure BeES,15.55,2.05,3.31,1.09,15.7,47.58,129
Union Dynamic Bond(G),2012-02-13,16032,2.32,1.64,2.74,0.28,2.9,13.53,0.15,0.1,0.17,0.28,0.01,0.05,19,20,21,21,20,21,CRISIL Dynamic Bond Index,Union Dynamic Bond(G),1.82,2.91,5.2,0.19,3.64,117.3,22
HSBC Conservative Hybrid Fund(G),2004-02-24,1458,4.28,3.13,4.75,0.29,12.5,46.92,0.27,0.2,0.3,0.29,0.05,0.19,17,8,9,18,3,14,NIFTY 50 Hybrid Composite Debt 15:85 Index,HSBC Conservative Hybrid Fund(G),3.42,2.94,4.61,0.2,9.31,54.02,19
JM Focused Fund-Reg(G),2008-03-05,4282,15.52,2.51,3.59,0.98,20.01,39.82,0.98,0.16,0.23,0.98,0.08,0.16,34,6,10,26,4,4,BSE 500 - TRI,JM Focused Fund-Reg(G),13.14,2.23,3.38,0.94,11.11,31.2,36
LIC MF Value Fund-Reg(G),2018-08-20,39956,13.72,2.46,3.65,0.97,14.94,34.85,0.86,0.15,0.23,0.97,0.06,0.14,8,19,17,10,21,21,NIFTY 500 - TRI,LIC MF Value Fund-Reg(G),14.66,2.73,4.02,0.97,21.01,41.19,22
PGIM India Dynamic Bond Fund(G),2012-01-12,15247,1.99,2.21,4.09,0.21,3.73,20.64,0.13,0.14,0.26,0.21,0.01,0.08,16,15,8,15,12,15,CRISIL Dynamic Bond Index,PGIM India Dynamic Bond Fund(G),1.82,2.91,5.2,0.19,3.64,117.3,22
WOC Pharma and Healthcare Fund-Reg(G),2024-02-06,48472,,,,,,,,,,,,,,,,,,,BSE Health Care - TRI,WOC Pharma and Healthcare Fund-Reg(G),12.2,3.31,6.12,0.45,32.02,94.7,11
ICICI Pru BSE 500 ETF FOF-Reg(G),2021-12-01,45726,11.97,2.57,3.93,0.59,28.88,51.84,0.75,0.16,0.25,0.59,0.11,0.21,41,33,33,47,9,37,BSE 500 - TRI,ICICI Pru BSE 500 ETF FOF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
SBI FMP-43-1616D-Reg(G),2021-04-29,45525,0.4,4.77,9.3,0.04,1.84,50.15,0.03,0.3,0.59,0.04,0.01,0.2,19,39,48,31,64,30,CRISIL Medium Duration Debt Index,SBI FMP-43-1616D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
WOC Balanced Hybrid Fund-Reg(G),2023-10-27,48213,,,,,,,,,,,,,,,,,,,CRISIL Hybrid 50+50 - Moderate Index,WOC Balanced Hybrid Fund-Reg(G),8.49,2.5,3.7,0.75,19.81,58.1,26
SBI Magnum Childrens Benefit Fund-Savings Plan,2002-01-28,2748,3.87,3.99,7.17,0.1,15.12,160.05,0.24,0.25,0.45,0.1,0.06,0.64,6,2,2,2,24,1,NIFTY 50 Hybrid Composite Debt 15:85 Index,SBI Magnum Childrens Benefit Fund-Savings Plan,8.75,2.57,3.95,0.85,20.29,58.89,38
Edelweiss Emerging Markets Opp Eq. Offshore Fund-Reg(G),2014-07-07,20281,13.59,0.45,0.79,0.51,4.26,11.87,0.86,0.03,0.05,0.51,0.02,0.05,19,40,40,35,44,40,MSCI Emerging Market Index,Edelweiss Emerging Markets Opp Eq. Offshore Fund-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Reg(G),2023-03-06,47629,1.43,2.73,4.78,0.17,3.38,23.13,0.09,0.17,0.3,0.17,0.01,0.09,33,33,34,37,41,36,Nifty G-Sec Oct 2028 Index,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
SBI FMP-92-91D-Reg(G),2024-02-06,48470,,,,,,,,,,,,,,,,,,,CRISIL Liquid Debt Index,SBI FMP-92-91D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Tata Nifty G-Sec Dec 2026 Index Fund-Reg(G),2023-01-16,47436,0.93,4.2,8.55,0.1,3.6,40.8,0.06,0.26,0.54,0.1,0.01,0.16,14,13,11,13,21,15,Nifty G-sec Dec 2026 Index,Tata Nifty G-Sec Dec 2026 Index Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
ICICI Pru Nifty LargeMidcap 250 Index Fund-Reg(G),2024-03-13,48643,,,,,,,,,,,,,,,,,,,NIFTY LargeMidcap 250 - TRI,ICICI Pru Nifty LargeMidcap 250 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Canara Rob Dynamic Bond Fund-Reg(G),2009-05-29,7792,2.28,1.55,2.57,0.26,2.75,13.91,0.14,0.1,0.16,0.26,0.01,0.06,18,22,22,19,21,20,CRISIL Dynamic Bond Index,Canara Rob Dynamic Bond Fund-Reg(G),1.82,2.91,5.2,0.19,3.64,117.3,22
Canara Rob Gilt Fund-Reg(G),1999-12-29,538,2.38,1.85,3.11,0.27,3.55,16.48,0.15,0.12,0.2,0.27,0.01,0.07,21,26,27,20,18,21,CRISIL Dynamic Gilt Index,Canara Rob Gilt Fund-Reg(G),2.07,2.34,4.22,0.24,3.62,20.61,35
TRUSTMF Overnight Fund-Reg(G),2022-01-18,45719,0.13,19.08,24.73,0.0,2.47,8044.19,0.01,1.2,1.56,0.0,0.01,31.92,28,29,5,28,4,23,CRISIL Liquid Overnight Index,TRUSTMF Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
LIC MF Short Duration Fund-Reg(G),2019-02-01,34304,0.71,5.04,9.48,0.07,3.35,52.59,0.04,0.32,0.6,0.07,0.01,0.21,7,11,10,4,21,8,CRISIL Short Duration Debt Index,LIC MF Short Duration Fund-Reg(G),0.75,5.09,8.81,0.08,3.48,283.0,26
Aditya Birla SL Retirement Fund-40-Reg(G),2019-03-11,42770,9.75,2.42,3.5,0.4,22.33,58.79,0.61,0.15,0.22,0.4,0.09,0.23,21,23,28,18,17,14,CRISIL Hybrid 35+65 - Aggressive Index,Aditya Birla SL Retirement Fund-40-Reg(G),8.75,2.57,3.95,0.85,20.29,58.89,38
Union Medium Duration Fund-Reg(G),2020-09-14,44157,1.17,3.08,5.2,0.14,3.15,25.5,0.07,0.19,0.33,0.14,0.01,0.1,24,28,28,26,28,28,CRISIL Medium Duration Debt Index,Union Medium Duration Fund-Reg(G),0.94,4.78,9.57,0.1,3.67,61.6,30
Nippon India FHF-XLV-4-1111D(G),2023-03-31,47822,0.92,4.57,9.5,0.09,3.91,47.73,0.06,0.29,0.6,0.09,0.02,0.19,77,51,46,75,38,41,CRISIL Medium Duration Debt Index,Nippon India FHF-XLV-4-1111D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Nippon India Nifty IT Index Fund-Reg(G),2024-02-22,48568,,,,,,,,,,,,,,,,,,,NIFTY IT - TRI,Nippon India Nifty IT Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Aditya Birla SL Nifty Next 50 Index Fund-Reg(G),2022-02-18,46360,18.22,2.74,3.94,1.1,28.58,45.44,1.15,0.17,0.25,1.1,0.11,0.18,65,35,35,76,32,42,NIFTY NEXT 50 - TRI,Aditya Birla SL Nifty Next 50 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Nippon India Nifty Bank Index Fund-Reg(G),2024-02-22,48148,,,,,,,,,,,,,,,,,,,NIFTY BANK - TRI,Nippon India Nifty Bank Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Mirae Asset Nifty 100 ESG Sector Leaders FoF-Reg(G),2020-11-18,45135,12.69,1.96,3.14,0.57,23.03,43.37,0.8,0.12,0.2,0.57,0.09,0.17,43,43,43,46,19,42,Nifty100 ESG Sector Leaders - TRI,Mirae Asset Nifty 100 ESG Sector Leaders FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
Aditya Birla SL FMP-UR-85D-Reg(G),2023-12-20,48407,,,,,,,,,,,,,,,,,,,CRISIL Liquid Debt Index,Aditya Birla SL FMP-UR-85D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Axis NIFTY IT Index Fund-Reg(G),2023-07-14,47983,,,,,,,,,,,,,,,,,,,NIFTY IT - TRI,Axis NIFTY IT Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Kotak FMP-304-3119D(G),2022-12-30,47401,2.74,1.61,2.69,0.27,3.55,16.33,0.17,0.1,0.17,0.27,0.01,0.06,92,90,89,92,54,80,NIFTY Long Duration Debt Index,Kotak FMP-304-3119D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
Samco ELSS Tax Saver Fund-Reg(G),2022-12-22,46606,12.72,2.5,3.67,0.71,17.97,44.58,0.8,0.16,0.23,0.71,0.07,0.18,20,22,22,3,24,14,NIFTY 500 - TRI,Samco ELSS Tax Saver Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Helios Overnight Fund-Reg(G),2023-10-25,48295,,,,,,,,,,,,,,,,,,,CRISIL Liquid Overnight Index,Helios Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
Navi Aggressive Hybrid Fund-Reg(G),2018-04-30,39479,8.75,2.27,3.52,0.32,18.82,62.8,0.55,0.14,0.22,0.32,0.07,0.25,27,42,37,25,27,24,CRISIL Hybrid 35+65 - Aggressive Index,Navi Aggressive Hybrid Fund-Reg(G),7.39,2.59,3.98,0.33,18.79,66.11,52
ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,2022-03-07,46440,1.62,2.43,4.21,0.2,3.4,20.03,0.1,0.15,0.27,0.2,0.01,0.08,37,37,37,39,38,41,Nifty 5 yr Benchmark G-Sec Index TRI,ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,1.33,3.41,6.63,0.13,3.55,48.3,52
ICICI Pru Nifty Auto Index Fund-Reg(G),2022-10-11,45995,15.53,3.5,6.59,0.81,38.66,67.28,0.98,0.22,0.42,0.81,0.15,0.27,4,2,1,4,1,1,NIFTY AUTO - TRI,ICICI Pru Nifty Auto Index Fund-Reg(G),14.16,3.47,5.98,0.68,34.2,63.93,4
Edelweiss US Value Equity Offshore Fund-Reg(G),2013-08-07,21920,10.56,1.15,2.06,0.46,10.71,26.46,0.67,0.07,0.13,0.46,0.04,0.1,5,30,28,31,29,32,Russell 1000 Index,Edelweiss US Value Equity Offshore Fund-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),2022-02-02,46205,20.82,0.37,0.6,0.13,7.23,57.66,1.31,0.02,0.04,0.13,0.03,0.23,50,43,43,5,37,20,NYSE Arca Gold Miners Index,ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Shriram Flexi Cap Fund-Reg(G),2018-09-28,38781,16.68,2.18,3.02,1.06,15.72,34.2,1.05,0.14,0.19,1.06,0.06,0.14,38,32,35,39,17,22,NIFTY 500 - TRI,Shriram Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
PGIM India Emerging Markets Equity Fund(G),2007-09-11,815,13.61,1.64,3.0,0.05,22.15,487.59,0.86,0.1,0.19,0.05,0.09,1.93,20,23,22,3,19,1,MSCI Emerging Market Index,PGIM India Emerging Markets Equity Fund(G),15.38,1.08,1.93,0.46,14.04,55.96,56
UTI Gold ETF FoF-Reg(G),2022-10-28,47003,10.63,1.46,2.71,0.23,14.79,68.29,0.67,0.09,0.17,0.23,0.06,0.27,4,2,2,8,4,8,Gold-India,UTI Gold ETF FoF-Reg(G),12.9,1.28,2.32,0.43,14.47,74.75,15
Quantum Dynamic Bond Fund-Reg(G),2015-05-19,37428,2.39,2.33,3.96,0.24,4.81,23.06,0.15,0.15,0.25,0.24,0.02,0.09,20,9,11,18,1,9,CRISIL Dynamic Bond Index,Quantum Dynamic Bond Fund-Reg(G),1.82,2.91,5.2,0.19,3.64,117.3,22
PGIM India Corp Bond Fund(G),2003-01-30,854,0.75,4.81,8.88,0.08,3.35,47.45,0.05,0.3,0.56,0.08,0.01,0.19,8,15,13,8,19,12,CRISIL Composite Bond Index,PGIM India Corp Bond Fund(G),0.79,5.23,9.13,0.08,3.79,56.06,21
Motilal Oswal Multi Asset Fund-Reg(G),2020-08-04,45017,6.51,1.84,3.04,0.25,11.16,48.54,0.41,0.12,0.19,0.25,0.04,0.19,2,12,12,2,13,12,CRISIL Short Term Bond Index,Motilal Oswal Multi Asset Fund-Reg(G),8.58,2.8,4.31,1.23,22.73,69.73,13
Bajaj Finserv Banking and PSU Fund-Reg(G),2023-11-13,48214,,,,,,,,,,,,,,,,,,,NIFTY Banking and PSU Debt Index,Bajaj Finserv Banking and PSU Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Edelweiss Gold and Silver ETF FoF-Reg(G),2022-09-14,46800,17.61,0.91,1.57,0.42,14.64,38.28,1.11,0.06,0.1,0.42,0.06,0.15,48,49,50,37,33,46,Gold-India,Edelweiss Gold and Silver ETF FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
Aditya Birla SL CRISIL IBX Gilt April 2033 Index Fund-Reg(G),2023-12-22,48411,,,,,,,,,,,,,,,,,,,CRISIL IBX Gilt Index - April 2033,Aditya Birla SL CRISIL IBX Gilt April 2033 Index Fund-Reg(G),2.73,1.73,3.05,0.53,3.61,17.49,19
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(G),2022-10-18,46999,0.98,4.06,7.56,0.11,3.63,35.1,0.06,0.26,0.48,0.11,0.01,0.14,12,15,18,23,27,23,CRISIL IBX 50:50 Gilt Plus SDL Index - June 2027,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),2022-10-20,47038,0.59,7.02,14.35,0.04,4.01,100.12,0.04,0.44,0.9,0.04,0.02,0.4,4,4,3,2,4,2,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),0.78,5.39,9.93,0.08,3.74,76.05,26
Quant Gilt Fund-Reg(G),2022-12-21,47345,1.19,2.74,5.13,0.15,2.8,22.28,0.07,0.17,0.32,0.15,0.01,0.09,5,9,9,4,34,9,CRISIL Dynamic Gilt Index,Quant Gilt Fund-Reg(G),2.07,2.34,4.22,0.24,3.62,20.61,35
PGIM India Equity Savings Fund(G),2004-02-05,845,2.04,3.14,5.71,0.1,6.1,64.84,0.13,0.2,0.36,0.1,0.02,0.26,3,11,6,5,52,22,NIFTY 50 Equity Savings Index,PGIM India Equity Savings Fund(G),7.39,2.59,3.98,0.33,18.79,66.11,52
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund-Reg(G),2023-02-14,47548,1.04,3.95,7.91,0.12,3.73,35.1,0.07,0.25,0.5,0.12,0.01,0.14,18,17,15,24,20,24,Nifty SDL Plus G-Sec Sep 2027 50:50 Index,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Kotak Global Emerging Mkt Fund(G),2007-09-26,2047,11.9,0.8,1.42,0.24,8.62,39.24,0.75,0.05,0.09,0.24,0.03,0.16,11,34,34,14,33,28,MSCI Emerging Market Index,Kotak Global Emerging Mkt Fund(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Bandhan Nifty200 Momentum 30 Index Fund-Reg(G),2022-09-02,46608,19.37,2.76,3.98,1.11,31.95,48.06,1.22,0.17,0.25,1.11,0.13,0.19,87,22,20,88,13,29,Nifty200 Momentum 30 - TRI,Bandhan Nifty200 Momentum 30 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
TRUSTMF Money Market Fund-Reg(G),2022-08-17,46735,0.3,14.56,29.99,0.0,4.36,1553.63,0.02,0.92,1.89,0.0,0.02,6.17,5,10,14,20,15,19,CRISIL Money Market Index,TRUSTMF Money Market Fund-Reg(G),0.31,14.55,30.29,0.0,4.49,2345.68,21
Kotak Long Duration Fund-Reg(G),2024-03-11,48538,,,,,,,,,,,,,,,,,,,NIFTY Long Duration Debt Index,Kotak Long Duration Fund-Reg(G),2.73,1.73,3.05,0.53,3.61,17.49,19
HDFC Silver ETF FoF-Reg(G),2022-10-28,46465,20.17,0.87,1.57,1.08,14.21,16.25,1.27,0.06,0.1,1.08,0.06,0.06,14,14,14,14,13,14,Silver,HDFC Silver ETF FoF-Reg(G),12.9,1.28,2.32,0.43,14.47,74.75,15
Kotak FMP-308-1125D(G),2023-03-29,47570,0.6,7.7,14.9,0.04,4.51,122.35,0.04,0.48,0.94,0.04,0.02,0.49,37,18,19,29,5,10,NIFTY Medium Duration Debt Index,Kotak FMP-308-1125D(G),0.74,5.74,11.73,0.06,3.16,69.76,92
UTI Long Duration Fund-Reg(G),2023-03-17,47733,3.58,1.43,2.47,0.43,3.75,11.97,0.23,0.09,0.16,0.43,0.01,0.05,15,16,14,17,6,16,NIFTY Long Duration Debt Index,UTI Long Duration Fund-Reg(G),2.73,1.73,3.05,0.53,3.61,17.49,19
DSP Nifty Midcap 150 Quality 50 ETF,2021-12-23,46157,13.42,2.63,4.14,0.78,21.24,45.01,0.85,0.17,0.26,0.78,0.08,0.18,55,48,28,39,49,48,NIFTY Midcap150 Quality 50 - TRI,DSP Nifty Midcap 150 Quality 50 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Axis FTP-113-1228D-Reg(G),2023-03-21,47799,0.66,6.22,11.82,0.05,3.96,82.25,0.04,0.39,0.74,0.05,0.02,0.33,43,20,28,47,31,19,CRISIL Medium Duration Debt Index,Axis FTP-113-1228D-Reg(G),0.74,5.74,11.73,0.06,3.16,69.76,92
SBI Nifty 200 Quality 30 ETF,2018-12-10,41015,12.05,2.47,4.13,0.72,16.81,41.25,0.76,0.16,0.26,0.72,0.07,0.16,15,55,30,27,58,56,NIFTY200 Quality 30 - TRI,SBI Nifty 200 Quality 30 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),2022-01-31,46053,14.09,3.39,5.06,0.51,46.12,92.89,0.89,0.21,0.32,0.51,0.18,0.37,46,8,13,43,3,5,Nifty India Manufacturing - TRI,Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),2024-04-26,48782,,,,,,,,,,,,,,,,,,,Nifty500 Multicap India Manufacturing 50:30:20 - TRI,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Motilal Oswal Nifty 5 Year Benchmark G-Sec ETF,2020-12-10,45196,1.62,2.41,4.15,0.2,3.38,19.5,0.1,0.15,0.26,0.2,0.01,0.08,11,13,12,13,10,12,Nifty 5 yr Benchmark G-Sec Index TRI,Motilal Oswal Nifty 5 Year Benchmark G-Sec ETF,1.28,6.42,10.5,0.21,3.44,729.47,17
Navi Liquid Fund-Reg(G),2010-02-19,8544,0.15,18.63,23.3,0.0,2.77,4022.78,0.01,1.17,1.47,0.0,0.01,15.96,32,33,6,33,6,25,CRISIL Liquid Debt Index,Navi Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
LIC MF Nifty Next 50 Index Fund(G),2010-09-20,12836,18.18,2.74,3.93,1.09,28.58,45.49,1.15,0.17,0.25,1.09,0.11,0.18,63,33,38,72,31,40,NIFTY NEXT 50 - TRI,LIC MF Nifty Next 50 Index Fund(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Mirae Asset Nifty SDL June 2028 Index Fund-Reg(G),2023-03-31,47763,1.28,3.09,6.17,0.09,3.65,41.83,0.08,0.19,0.39,0.09,0.01,0.17,29,29,29,19,25,19,Nifty SDL June 2028 Index,Mirae Asset Nifty SDL June 2028 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),2014-02-07,24618,13.18,1.2,2.02,0.57,14.01,27.77,0.83,0.08,0.13,0.57,0.06,0.11,17,28,29,42,27,31,MSCI Europe Index (Total Return Net),Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Mirae Asset Nifty 8-13 yr G-Sec ETF,2023-03-31,47899,2.54,1.68,2.82,0.33,3.35,12.93,0.16,0.11,0.18,0.33,0.01,0.05,14,14,14,14,11,13,Nifty 8-13 yr G-Sec,Mirae Asset Nifty 8-13 yr G-Sec ETF,1.28,6.42,10.5,0.21,3.44,729.47,17
Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF-Reg(G),2023-10-31,48274,,,,,,,,,,,,,,,,,,,Bloomberg US Treasury 1-3 Year Index,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF-Reg(G),1.28,6.42,10.5,0.21,3.44,729.47,17
Invesco India Nifty 50 ETF,2011-06-16,12694,12.82,1.76,2.73,0.99,4.41,22.81,0.81,0.11,0.17,0.99,0.02,0.09,45,87,91,77,100,95,NIFTY 50 - TRI,Invesco India Nifty 50 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),2016-11-18,36026,15.44,2.39,3.38,0.76,22.08,48.31,0.97,0.15,0.21,0.76,0.09,0.19,53,37,42,11,12,8,Nifty Smallcap 100,Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
SBI Nifty IT ETF,2020-10-19,45110,18.55,1.11,2.17,0.75,7.13,27.42,1.17,0.07,0.14,0.75,0.03,0.11,112,108,108,35,83,78,NIFTY IT - TRI,SBI Nifty IT ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
UTI CRISIL SDL Maturity June 2027 Index Fund-Reg(G),2023-01-11,47369,0.98,4.26,8.29,0.07,3.98,60.28,0.06,0.27,0.52,0.07,0.02,0.24,13,14,14,11,10,11,CRISIL IBX SDL Index - June 2027,UTI CRISIL SDL Maturity June 2027 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Motilal Oswal S&P BSE Enhanced Value ETF,2022-08-22,46740,25.01,2.78,3.96,1.43,43.9,48.51,1.58,0.18,0.25,1.43,0.17,0.19,124,30,49,126,3,23,BSE Enhanced Value Index - TRI,Motilal Oswal S&P BSE Enhanced Value ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
ICICI Pru Quant Fund(G),2020-12-11,42805,11.05,2.79,4.28,0.76,16.2,40.8,0.7,0.18,0.27,0.76,0.06,0.16,7,15,11,12,26,22,BSE 200 - TRI,ICICI Pru Quant Fund(G),14.83,2.6,3.92,0.92,20.6,41.25,46
Mirae Asset Global Electric & Autonomous Vehicles ETFs FoF-Reg(G),2022-09-07,46002,21.47,-0.42,-0.74,0.4,-10.18,-22.55,1.35,-0.03,-0.05,0.4,-0.04,-0.09,51,53,53,27,54,54,Solactive Autonomous & Electric Vehicles Index - TRI,Mirae Asset Global Electric & Autonomous Vehicles ETFs FoF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoF-Reg(G),2024-05-30,48822,,,,,,,,,,,,,,,,,,,Nifty MidSmallcap400 Momentum Quality 100 - TRI,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
HDFC NIFTY Realty Index Fund-Reg(G),2024-03-26,48654,,,,,,,,,,,,,,,,,,,NIFTY REALTY - TRI,HDFC NIFTY Realty Index Fund-Reg(G),15.55,2.33,3.49,0.99,17.73,37.71,95
Tata Nifty India Digital ETF,2022-03-31,45944,16.0,2.09,3.82,0.87,17.51,38.58,1.01,0.13,0.24,0.87,0.07,0.15,76,67,53,43,56,61,Nifty India Digital  - TRI,Tata Nifty India Digital ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
