s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
HDFC NIFTY Midcap 150 ETF,Equity : ETFs,46873,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.32,-0.35,-0.21,4.71,6.98,9.66,-3.8,3.03,4,5.61,26,117,131,29,112,27,114,30,12,23,4.13,12.85,13.17,18.14,-,-,-,-,-,-,73,49,14,12,-,-,-,-,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,-,-,-,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,-,-,-,-,-,-,129,129,138,141
Union FMP-Sr 13-Reg(G),Debt : FTP/FMP,46632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37,0.52,0.56,0.68,0.88,0.71,0.37,0.31,0.47,0.39,84,93,85,19,37,51,30,91,59,50,1.77,1.97,1.18,1.82,-,-,-,-,-,-,86,18,85,72,-,-,-,-,-,-,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.4,0.58,0.63,0.65,0.83,0.72,0.28,0.43,0.5,0.43,1.87,1.84,1.37,1.98,1.7,1.93,1.63,-1.35,0.8,0.75,-,-,-,-,-,-,-,-,-,-,110,108,106,103,96,94,94,94,93,93,-,-,-,-,-,-,93,93,94,103
DSP Gold ETF FoF-Reg(G),Gold : MFs,48322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.23,6.75,-0.71,-0.86,0.73,-,-,-,-,-,16,13,4,6,9,-,-,-,-,-,5.08,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,12.95,12.43,-5.14,26.54,22.35,6.8,1.86,11.36,-8.71,-8.88,7.78,7.01,-1.38,-1.15,0.09,2.74,4.5,-2.72,-0.08,3.62,4.34,7.42,0.72,-3.62,8.13,9.27,-1.4,-0.84,6.12,4.33,-,-,-,-,-,-,-,-,-,-,16,16,16,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
Aditya Birla SL FTP-TJ-1838D-Reg(G),Debt : FTP/FMP,45628,7.16,2.52,-,-,-,-,-,-,-,-,17,19,-,-,-,-,-,-,-,-,0.47,0.61,0.7,0.67,0.83,0.85,0.15,0.43,0.51,0.38,42,50,31,26,58,8,68,39,36,53,1.99,1.84,1.32,1.89,1.93,2.04,1.76,-2.2,0.95,0.87,21,50,41,53,7,23,13,34,5,6,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.4,0.58,0.63,0.65,0.83,0.72,0.28,0.43,0.5,0.43,1.87,1.84,1.37,1.98,1.7,1.93,1.63,-1.35,0.8,0.75,69,40,-,-,-,-,-,-,-,-,110,108,106,103,96,94,94,94,93,93,35,40,49,49,56,69,93,93,94,103
Aditya Birla SL FTP-UB-1224D-Reg(G),Debt : FTP/FMP,47306,7.22,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,0.38,0.54,0.54,0.75,0.93,0.74,0.44,0.32,0.5,0.39,83,89,94,9,28,41,24,90,47,49,1.83,2.12,1.21,1.99,1.72,-,-,-,-,-,76,2,75,35,41,-,-,-,-,-,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.4,0.58,0.63,0.65,0.83,0.72,0.28,0.43,0.5,0.43,1.87,1.84,1.37,1.98,1.7,1.93,1.63,-1.35,0.8,0.75,69,-,-,-,-,-,-,-,-,-,110,108,106,103,96,94,94,94,93,93,-,-,-,-,-,69,93,93,94,103
Bandhan Nifty 50 ETF,Equity : ETFs,34198,21.21,5.55,25.08,15.83,13.13,4.6,29.8,-,-,-,87,45,48,28,27,20,27,-,-,-,1.24,1.57,1.31,0.01,7.93,5.57,-2.75,1.98,-2.3,3.06,98,64,99,107,77,103,68,62,97,73,2.91,10.81,2.68,11,-4.03,6.06,8.7,-9.2,0.83,-1.25,84,91,87,91,52,44,55,58,27,40,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,53,47,43,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
JM Medium to Long Duration Fund-Reg(G),Debt : Medium to Long Duration,1921,6.6,0.68,1.58,10.33,-7.36,5.09,4.22,7.18,4.18,13.04,32,14,8,6,11,5,3,11,11,9,-0.37,0.65,0.92,0.72,1.11,0.8,-0.07,0.11,0.5,0.17,46,14,8,12,21,24,39,46,22,50,2.31,1.84,0.77,2.24,1.6,1.71,1.15,-2.18,0.04,0.3,8,23,50,11,32,20,26,14,11,5,6.93,2.52,2.89,9.81,7.2,4.9,3,12.64,5.58,14.3,0.16,0.6,0.72,0.7,1.05,0.78,0.01,0.29,0.49,0.31,2.04,1.85,1.1,2.07,1.8,1.81,1.7,-1.63,0.39,0.28,38,15,11,11,11,11,11,11,11,11,52,52,52,52,52,52,52,52,52,52,13,15,26,26,26,38,52,52,52,52
Kotak Nifty G-Sec July 2033 Index Fund-Reg(G),Debt : Long Duration,48255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.22,0.67,0.92,0.68,1.37,1.01,-,-,-,-,10,21,20,18,5,4,-,-,-,-,2.29,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,7.2,1.42,0.82,12.08,11.75,6.69,3.62,14.32,5.51,16.23,-0.57,0.78,1.48,1.09,1.31,0.79,-0.6,0.02,0.74,0.28,3.39,1.48,1.04,2.74,1.88,1.94,2.39,-2.55,0.05,0.06,-,-,-,-,-,-,-,-,-,-,24,21,21,21,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,21
Mahindra Manulife Asia Pacific REITs FOF-Reg(G),FoFs : Overseas,45381,0.51,-6.95,-,-,-,-,-,-,-,-,49,12,-,-,-,-,-,-,-,-,-4.03,-0.41,-2.92,-5.95,9.45,9.83,-6.85,-3.56,-4.79,3.84,43,55,55,50,1,26,56,21,47,34,-9.07,11.98,-4.66,-5.75,-0.12,10.93,-10.18,-6.48,-0.14,-,56,28,45,52,52,19,47,4,9,-,23.59,-14.52,9.91,19.5,24.32,-6.48,14.52,12.34,-7.89,0.55,-1.74,3.36,3.26,-1.17,4.69,9.21,-3.55,-4.19,-2.68,4.39,5.48,10.27,-2.69,5.18,8.56,8.67,-4.32,-13.83,-4.75,3.55,55,47,-,-,-,-,-,-,-,-,58,57,57,57,57,57,57,56,56,56,-,47,51,52,54,55,56,56,57,57
UTI Annual Interval Fund-I-(G),Debt : FTP/FMP,3541,6.59,4.25,6.78,4.49,-0.47,7.61,7.14,8.07,8.39,9.24,64,12,1,8,12,4,1,1,3,3,0.61,0.61,0.55,0.57,0.54,0.55,0.5,0.48,0.55,0.57,9,53,91,100,91,86,17,18,17,10,1.73,1.59,1.61,1.77,1.47,1.48,0.93,0.98,0.81,0.8,89,90,13,83,58,54,49,7,20,13,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.4,0.58,0.63,0.65,0.83,0.72,0.28,0.43,0.5,0.43,1.87,1.84,1.37,1.98,1.7,1.93,1.63,-1.35,0.8,0.75,69,40,18,17,12,12,12,12,12,12,110,108,106,103,96,94,94,94,93,93,35,40,49,49,56,69,93,93,94,103
Quantum Multi Asset Allocation Fund-Reg(G),Hybrid : Multi Asset Allocation,48217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.32,5.47,22.74,16.54,9.66,0.29,16,8.26,2.67,22.92,3.02,1.62,1.48,1.65,4.44,4.66,-0.75,0.87,0.1,3.1,4.96,8.51,4.09,7.59,-0.97,4.17,6.96,-6.15,0.81,1.86,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HDFC NIFTY Next 50 ETF,Equity : ETFs,39624,26.85,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,-,-,7.04,2.8,6.76,3.65,11.07,9.21,-2.26,1.36,-1.87,3.63,18,19,15,39,14,34,35,107,75,47,13.76,18.55,3.07,15.74,-10.31,-0.49,-,-,-,-,18,8,70,38,119,96,-,-,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,-,-,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,-,-,-,-,117,122,129,129,138,141
Kotak Silver ETF FoF-Reg(G),Gold : MFs,46628,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.94,5.94,-3.13,-2.31,-2.96,4.8,0.49,-3.63,0.91,6.89,5,14,14,15,16,1,15,13,1,2,0.25,2.2,3.94,-4.56,-,-,-,-,-,-,15,15,2,14,-,-,-,-,-,-,12.95,12.43,-5.14,26.54,22.35,6.8,1.86,11.36,-8.71,-8.88,7.78,7.01,-1.38,-1.15,0.09,2.74,4.5,-2.72,-0.08,3.62,4.34,7.42,0.72,-3.62,8.13,9.27,-1.4,-0.84,6.12,4.33,-,-,-,-,-,-,-,-,-,-,16,16,16,16,16,15,15,15,15,15,-,-,-,-,-,-,15,15,15,16
Invesco India - Invesco Global Equity Income FoF-Reg(G),FoFs : Overseas,24405,27.04,-2.07,20.97,7.32,24.73,-7.48,13.16,2.63,4.05,-,20,7,8,19,10,12,13,16,5,-,-0.42,2.89,1.99,-1.54,6.82,9.67,-3.31,-3.63,-1.48,5.2,16,25,41,34,11,29,29,22,23,15,3.32,13.27,-0.12,4.42,7.54,20.97,-6.71,-9.11,-4.53,7.64,37,17,8,29,24,5,35,12,23,9,23.59,-14.52,9.91,19.5,24.32,-6.48,14.52,12.34,-7.89,0.55,-1.74,3.36,3.26,-1.17,4.69,9.21,-3.55,-4.19,-2.68,4.39,5.48,10.27,-2.69,5.18,8.56,8.67,-4.32,-13.83,-4.75,3.55,55,47,31,27,26,25,25,25,25,-,58,57,57,57,57,57,57,56,56,56,42,47,51,52,54,55,56,56,57,57
Axis CRISIL IBX SDL June 2034 Debt Index Fund-Reg(G),Debt : Long Duration,48679,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.2,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.2,1.42,0.82,12.08,11.75,6.69,3.62,14.32,5.51,16.23,-0.57,0.78,1.48,1.09,1.31,0.79,-0.6,0.02,0.74,0.28,3.39,1.48,1.04,2.74,1.88,1.94,2.39,-2.55,0.05,0.06,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LIC MF Money Market Fund-Reg(G),Debt : Money Market,46587,6.24,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,0.51,0.56,0.52,0.57,0.5,0.51,0.54,0.49,0.53,0.51,22,22,22,20,21,21,15,20,11,20,1.66,1.55,1.54,1.57,1.43,1.38,-,-,-,-,22,20,20,21,21,21,-,-,-,-,7.05,4.47,3.48,5.76,7.85,6.86,6.6,7.81,8.31,8.96,0.58,0.71,0.6,0.61,0.55,0.55,0.55,0.52,0.52,0.59,1.93,1.66,1.65,1.83,1.73,1.56,1.19,0.68,0.96,0.82,21,-,-,-,-,-,-,-,-,-,22,22,22,22,22,22,22,22,22,21,-,-,-,-,21,21,21,21,22,22
UTI S&P BSE Housing Index Fund-Reg(G),Equity : Index Funds,47964,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.55,-0.97,2.49,0.86,8.07,7.35,-1.77,1.48,2.09,5.04,17,93,35,70,41,60,13,77,25,25,2.37,13.97,8.83,-,-,-,-,-,-,-,75,39,25,-,-,-,-,-,-,-,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,-,-,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,-,-,-,-,-,-,-,96,102,106
Sundaram LT Tax Adv Fund-Sr I-Reg(G),Equity : Tax Saving (ELSS),30325,21.35,8.8,30.38,16.92,5.3,-3.71,28.57,13.28,-,-,53,5,40,30,35,10,36,3,-,-,2.92,0.21,2.01,0.94,7.8,5.68,-3.04,1.74,-1.72,3.3,47,37,23,47,10,51,44,31,54,35,3.18,10.46,3.29,10.17,-3.45,5.56,10.66,-8.17,1.43,-0.03,39,39,54,57,24,5,35,11,5,39,29.57,2.78,38.57,18.02,6.97,-8.89,38.12,5.24,3.16,50.41,4.62,0.21,1.46,2.04,6.35,7.34,-2.41,1.84,0.69,3.76,3.77,11.41,6.4,13.43,-3.73,2.55,12.16,-9.32,-1.44,1.66,58,55,55,55,52,45,40,36,-,-,60,60,60,60,60,60,60,60,60,60,55,55,55,55,55,58,59,60,60,60
Motilal Oswal NASDAQ Q 50 ETF,Equity : ETFs,46181,12.79,-21.11,-,-,-,-,-,-,-,-,120,85,-,-,-,-,-,-,-,-,-6.44,4.44,6.57,-1.9,6.33,11.06,-6.42,-4.84,-2.95,2.52,149,3,16,122,124,13,138,134,117,93,9.18,10.5,-5.32,3.93,3.73,8.48,0.47,-17.28,-12.5,-,37,96,129,120,6,19,92,92,92,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,-,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,-,93,103,103,117,122,129,129,138,141
Groww Value Fund-Reg(G),Equity : Value / Contra,33606,30.9,2.36,25.95,14.79,-0.7,-17.12,35.07,3.29,-,-,15,19,17,10,13,14,12,11,-,-,2.41,0.59,0.27,3.07,9.79,7.43,-2.04,4.43,-0.83,4.81,20,7,20,13,3,16,6,1,18,15,3.96,15.54,8.55,10.79,-5.79,5.81,7.66,-8.8,-1.48,0.15,19,5,8,17,19,9,20,8,12,10,34.42,5.98,36.12,16.43,2.39,-8.75,39.93,6.46,2.48,58.08,4.62,0.16,2,3.82,7.72,8.38,-2.48,2.57,0.27,5.29,6.07,13.86,8.29,12.73,-3.44,5.76,11.08,-9.04,-0.84,0.48,21,21,18,17,17,15,15,15,-,-,22,22,22,22,22,22,22,22,22,22,20,21,21,21,21,21,21,22,22,22
Axis Equity ETFs FoF-Reg(G),Equity : ETFs,46371,24.67,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,-,-,-,3.91,0.93,2.48,1.13,8.06,6.86,-3,1.89,-0.67,3.2,62,95,64,72,61,64,86,81,43,56,4.59,12,4.45,12.72,-5.45,3.43,12.12,-11.4,-,-,64,72,56,51,85,71,40,89,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,-,-,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,-,-,103,103,117,122,129,129,138,141
Bandhan Asset Alloc FoF-Mod-Reg(G),FoFs : Domestic,8458,17.09,-0.25,15.17,9.27,6.69,0.86,14.98,7.86,5.08,21.65,30,36,20,20,17,14,13,17,9,12,1.5,0.96,1.13,1.32,4.32,3.48,-0.97,0.7,-0,1.55,37,27,27,23,24,35,29,32,36,40,3.45,6.9,2.25,8.12,-0.93,1.07,5.6,-5.4,-1.2,1.32,27,28,36,23,31,45,23,24,32,8,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.93,1.73,1.03,1.17,3.84,4.3,-1,0.96,0.17,2.88,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,0,0.7,52,41,32,26,24,23,23,23,23,19,56,55,55,53,53,53,53,53,53,53,38,41,46,47,49,52,52,53,53,53
Baroda BNP Paribas Floater Fund-Reg(G),Debt : Floater,46623,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.02,0.96,0.58,0.54,0.5,0.57,0.44,0.61,0.6,0.88,1,2,12,10,13,5,6,5,9,2,2.09,1.52,2.11,-,-,-,-,-,-,-,5,9,4,-,-,-,-,-,-,-,7.31,4.08,3.68,9.03,8.39,6.77,6.47,8.55,8.1,8.96,0.52,0.78,0.67,0.59,0.62,0.57,0.37,0.57,0.65,0.69,2.05,1.57,1.93,1.97,1.65,1.49,1.56,0.11,0.87,0.53,-,-,-,-,-,-,-,-,-,-,13,13,13,13,13,13,13,13,13,13,-,-,-,-,-,-,-,13,13,13
Aditya Birla SL Financial Planning FOF Conservative Plan(G),FoFs : Domestic,8297,15.85,4.16,10.59,14.14,5.89,3.11,11,8.11,4.62,15.51,31,15,22,10,19,11,17,15,11,16,2.1,0.52,0.67,1.49,3.05,2.84,-0.53,0.75,1.02,2.12,28,44,41,20,34,39,23,30,7,37,2.7,5.42,3.95,4.74,0.94,2.61,3.6,-2.9,0.9,0.7,36,34,28,33,22,33,29,14,11,19,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.93,1.73,1.03,1.17,3.84,4.3,-1,0.96,0.17,2.88,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,0,0.7,52,41,32,26,24,23,23,23,23,19,56,55,55,53,53,53,53,53,53,53,38,41,46,47,49,52,52,53,53,53
Kotak Nifty Financial Services Ex-Bank Index Fund-Reg(G),Equity : Index Funds,48107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.24,1.44,-0.44,1.97,2.03,7.36,-2.09,4.91,-,-,64,63,92,60,104,59,20,4,-,-,2.98,7.25,-,-,-,-,-,-,-,-,55,102,-,-,-,-,-,-,-,-,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,-,-,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,-,-,-,-,-,-,-,-,-,-,102,106
Kotak Nifty AAA Bond Jun 2025 HTM Index Fund-Reg(G),Debt : Short Duration,48658,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.61,4.41,3.99,8.31,6.48,6.03,6.11,9.53,8.17,10.24,0.26,0.61,0.63,0.58,0.74,0.58,0.28,0.36,0.5,0.49,1.84,1.62,1.35,1.89,1.61,1.84,1.21,-0.47,1.72,0.62,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bandhan Nifty IT Index Fund-Reg(G),Equity : Index Funds,48140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.92,-7.56,2.88,3.37,9.99,6.56,-3.33,1.79,-,-,114,114,29,52,18,66,82,69,-,-,-1.69,13.31,-,-,-,-,-,-,-,-,101,48,-,-,-,-,-,-,-,-,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,-,-,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,-,-,-,-,-,-,-,-,-,-,102,106
Bandhan Asset Alloc FoF-Aggr-Reg(G),FoFs : Domestic,8457,22.34,-1.42,20.85,11.8,4.57,-3.04,22.31,5.69,2.66,27.37,20,40,16,15,22,20,6,23,18,6,2.13,1.01,1.34,1.74,5.96,4.75,-1.59,1,-0.07,2.22,27,26,21,16,15,25,37,26,38,35,4.14,9.22,3.18,11.06,-2.25,0.98,7.49,-7.38,-1.94,1.38,18,19,31,13,41,46,18,31,35,7,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.93,1.73,1.03,1.17,3.84,4.3,-1,0.96,0.17,2.88,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,0,0.7,52,41,32,26,24,23,23,23,23,19,56,55,55,53,53,53,53,53,53,53,38,41,46,47,49,52,52,53,53,53
Quantum Nifty 50 ETF FoF-Reg(G),FoFs : Domestic,46655,20.83,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,1.63,1.15,1.45,-0.14,7.91,5.58,-2.79,1.84,-2.22,3.04,35,23,18,47,8,17,45,12,52,23,2.47,10.75,2.59,10.86,-4.08,5.97,-,-,-,-,43,12,34,14,46,8,-,-,-,-,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.93,1.73,1.03,1.17,3.84,4.3,-1,0.96,0.17,2.88,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,0,0.7,52,-,-,-,-,-,-,-,-,-,56,55,55,53,53,53,53,53,53,53,-,-,-,-,49,52,52,53,53,53
UTI S&P BSE Sensex Next 50 ETF,Equity : ETFs,41461,34.52,4.97,30.65,16.34,-,-,-,-,-,-,26,50,22,24,-,-,-,-,-,-,5.75,1.91,4.16,2.95,8.63,8.73,-2.52,1.2,1.53,3.31,36,44,30,58,34,40,43,118,20,53,9.28,15.14,6.16,16.8,-5.78,-0.45,15.95,-10,1.04,-0.88,34,22,41,19,99,95,23,70,19,31,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
Kotak NIFTY MNC ETF,Equity : ETFs,45729,23.7,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,4.61,3.09,3.3,0.39,6.78,4.57,-1.16,0.15,-2.38,3.12,55,10,46,90,117,118,9,130,112,59,6.92,10.36,0.82,14.45,-2.86,0.07,-,-,-,-,42,97,113,43,33,85,-,-,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,-,-,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,-,-,-,-,117,122,129,129,138,141
Aditya Birla SL Retirement Fund-50 Plus-Debt Plan-Reg(G),Hybrid : Solution Oriented,42778,5.11,1.01,1.89,6.45,-,-,-,-,-,-,38,21,33,31,-,-,-,-,-,-,0.15,0.47,0.54,0.53,0.75,0.64,0.04,0.19,0.35,0.31,37,30,27,27,38,38,3,36,24,38,1.55,1.44,0.85,1.55,1.18,1.52,0.95,-1.78,0.35,0.3,28,37,38,38,3,24,37,3,8,23,20.2,1.09,20.8,12.96,7.64,-2.12,25,6.66,3.84,36.47,2.67,0.82,1.03,1.11,4.54,4.66,-1.76,0.98,0.45,2.95,2.99,7.5,4.43,9.33,-2.13,1.88,7.57,-6.14,-1.66,1.1,38,37,33,32,-,-,-,-,-,-,40,40,40,40,39,39,38,38,38,38,37,37,37,37,38,38,38,38,38,40
Nippon India ETF Nifty 50 Shariah BeES,Equity : ETFs,7599,17.98,-10.01,30.7,37.74,4.39,-6.42,37.11,3.25,2.28,24.06,106,77,19,2,38,38,9,34,5,17,-1.67,-3.92,2.04,2.18,7.9,5.95,-2.47,2.29,0.31,1.99,134,136,73,62,82,87,41,43,26,112,0.18,11.5,4.65,6.45,-5.01,4.52,3.01,-13.37,-3.52,2.69,112,74,55,119,79,67,91,90,74,9,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,53,47,43,37,25,20,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
Motilal Oswal 5 Year G-Sec FoF-Reg(G),FoFs : Domestic,45925,7.18,1.86,-,-,-,-,-,-,-,-,41,28,-,-,-,-,-,-,-,-,0.33,0.57,0.38,0.75,1.19,0.96,0,0.27,0.5,0.15,45,43,47,34,38,44,13,44,22,50,1.72,2.17,0.92,2.09,1.82,1.65,1.44,-1.99,0.79,-,49,42,51,44,7,39,41,8,14,-,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.93,1.73,1.03,1.17,3.84,4.3,-1,0.96,0.17,2.88,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,0,0.7,52,41,-,-,-,-,-,-,-,-,56,55,55,53,53,53,53,53,53,53,-,41,46,47,49,52,52,53,53,53
