MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
Motilal Oswal BSE Low Volatility Index Fund-Reg(G),46438,Motilal Oswal Mutual Fund,-1.5,1.52,10.0,35.08,BSE Low Volatility Index - TRI,,,,18.97,76,129,109,97,64,,,,Motilal Oswal BSE Low Volatility Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,-1.39,1.86,,,,,,17.28
DSP Nifty Midcap 150 Quality 50 ETF,46157,DSP Mutual Fund,-0.01,3.22,21.71,37.14,NIFTY Midcap150 Quality 50 - TRI,,,,26.36,50,71,53,5,66,,,,DSP Nifty Midcap 150 Quality 50 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
ICICI Pru Nifty 100 ETF,22404,ICICI Prudential Mutual Fund,-0.18,2.7,11.61,33.7,NIFTY 100 - TRI,13.54,18.81,13.67,19.47,86,84,88,89,73,40,28,7,ICICI Pru Nifty 100 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Kotak Nifty Smallcap 50 Index Fund-Reg(G),46631,Kotak Mahindra Mutual Fund,-1.58,4.56,18.41,53.02,Nifty Smallcap 50 - TRI,,,,27.41,48,134,23,27,27,,,,Kotak Nifty Smallcap 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
LIC MF Nifty Next 50 Index Fund(G),12836,LIC Mutual Fund,0.58,1.76,18.51,66.28,NIFTY NEXT 50 - TRI,20.03,22.72,15.6,40.68,10,22,105,24,14,12,7,2,LIC MF Nifty Next 50 Index Fund(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),46205,ICICI Prudential Mutual Fund,6.64,2.81,0.09,15.92,NYSE Arca Gold Miners Index,,,,10.4,40,26,25,53,49,,,,ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
Invesco India Banking and PSU Fund(G),17249,Invesco Mutual Fund,0.91,2.55,4.34,8.94,NIFTY Banking and PSU Debt Index,4.98,5.72,6.47,6.96,3,10,4,4,3,20,16,15,Invesco India Banking and PSU Fund(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
ICICI Pru Nifty 200 Quality 30 ETF,48118,ICICI Prudential Mutual Fund,-1.19,6.28,20.94,39.22,NIFTY200 Quality 30 - TRI,,,,25.04,55,137,28,16,50,,,,ICICI Pru Nifty 200 Quality 30 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
ICICI Pru Quant Fund(G),42805,ICICI Prudential Mutual Fund,-0.65,5.21,16.5,36.51,BSE 200 - TRI,16.01,,,25.3,33,55,20,29,38,20,,,ICICI Pru Quant Fund(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.21,2.69,12.61,35.31,15.68,21.24,,27.18
Sundaram Nifty 100 Equal Weight Fund(G),2384,Sundaram Mutual Fund,-0.29,2.76,13.38,47.02,Nifty100 Equal Weight - TRI,17.26,22.17,12.88,27.26,49,90,66,64,33,17,8,7,Sundaram Nifty 100 Equal Weight Fund(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Motilal Oswal Nifty 200 Momentum 30 ETF,46325,Motilal Oswal Mutual Fund,3.5,2.54,18.32,62.37,Nifty200 Momentum 30 - TRI,,,,37.38,19,12,92,44,13,,,,Motilal Oswal Nifty 200 Momentum 30 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
DSP Nifty Top 10 Equal Weight ETF,49012,DSP Mutual Fund,-1.78,,,,Nifty Top 10 Equal Weight - TRI,,,,,,159,,,,,,,DSP Nifty Top 10 Equal Weight ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
ICICI Pru Nifty Auto ETF,46229,ICICI Prudential Mutual Fund,3.79,5.14,21.43,66.46,NIFTY AUTO - TRI,,,,42.87,2,8,40,6,10,,,,ICICI Pru Nifty Auto ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Edelweiss Nifty Alpha Low Volatility 30 Index Fund-Reg(G),48808,Edelweiss Mutual Fund,0.14,3.99,,,NIFTY Alpha Low-Volatility 30 - TRI,,,,,,41,27,,,,,,Edelweiss Nifty Alpha Low Volatility 30 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Groww Nifty EV & New Age Automotive ETF FOF-Reg(G),48990,Groww Mutual Fund,3.29,,,,Nifty EV and New Age Automotive - TRI,,,,,,9,,,,,,,Groww Nifty EV & New Age Automotive ETF FOF-Reg(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
UTI NIFTY50 Equal Weight Index Fund-Reg(G),47962,UTI Mutual Fund,-0.06,4.85,12.69,36.64,NIFTY50 Equal Weight - TRI,,,,20.55,67,56,21,72,56,,,,UTI NIFTY50 Equal Weight Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
PGIM India Corp Bond Fund(G),854,PGIM India Mutual Fund,0.92,2.4,4.07,7.89,CRISIL Composite Bond Index,5.41,6.25,6.57,6.31,17,12,14,18,18,13,13,11,PGIM India Corp Bond Fund(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(G),46999,Edelweiss Mutual Fund,0.79,2.31,4.41,8.88,CRISIL IBX 50:50 Gilt Plus SDL Index - June 2027,,,,6.53,46,40,43,40,39,,,,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
Tata Gold ETF FoF-Reg(G),48437,Tata Mutual Fund,4.44,2.06,3.23,,Gold-India,,,,,,8,45,56,,,,,Tata Gold ETF FoF-Reg(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
TRUSTMF Money Market Fund-Reg(G),46735,Trust Mutual Fund,0.69,1.9,3.61,7.37,CRISIL Money Market Index,,,,5.84,14,1,1,10,15,,,,TRUSTMF Money Market Fund-Reg(G),Debt : Money Market,22,22,22,22,22,19,16,13,5.85,0.65,1.8,3.54,7.38,6.06,5.65,6.64,,,,,,,,
Invesco India Nifty 50 ETF,12694,Invesco Mutual Fund,-0.19,3.0,10.67,28.27,NIFTY 50 - TRI,12.96,18.48,13.46,15.89,111,98,79,106,104,53,40,12,Invesco India Nifty 50 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Quantum ESG Best In Class Strategy Fund-Reg(G),43878,Quantum Mutual Fund,-0.04,6.76,15.3,33.8,NIFTY100 ESG - TRI,12.84,20.26,,21.9,45,42,13,33,45,26,14,,Quantum ESG Best In Class Strategy Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Edelweiss Nifty 100 Quality 30 Index Fund-Reg(G),45961,Edelweiss Mutual Fund,-0.99,4.54,17.53,37.12,NIFTY100 Quality 30 - TRI,14.78,,,21.5,59,110,24,36,52,23,,,Edelweiss Nifty 100 Quality 30 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Bajaj Finserv Banking and PSU Fund-Reg(G),48214,Bajaj Finserv Mutual Fund,0.96,2.58,4.3,,NIFTY Banking and PSU Debt Index,,,,6.64,6,3,3,6,,,,,Bajaj Finserv Banking and PSU Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
Samco Overnight Fund-Reg(G),46969,Samco Mutual Fund,0.5,1.51,3.06,6.38,CRISIL Liquid Overnight Index,,,,4.88,33,33,33,33,32,,,,Samco Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,,,,,6.57
Kotak Global Emerging Mkt Fund(G),2047,Kotak Mahindra Mutual Fund,7.62,2.71,7.78,21.26,MSCI Emerging Market Index,1.34,8.75,5.56,12.49,37,19,26,36,40,33,18,19,Kotak Global Emerging Mkt Fund(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
PGIM India Arbitrage Fund-Reg(G),28514,PGIM India Mutual Fund,0.41,1.61,3.32,7.01,Nifty 50 Arbitrage,5.58,4.9,5.66,5.64,22,23,16,19,21,20,17,13,PGIM India Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
ICICI Pru Nifty Financial Services Ex-Bank ETF,47166,ICICI Prudential Mutual Fund,0.55,8.12,14.52,31.33,Nifty Financial Services Ex-Bank - TRI,,,,22.88,61,36,26,73,83,,,,ICICI Pru Nifty Financial Services Ex-Bank ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Kotak FMP-308-1125D(G),47570,Kotak Mahindra Mutual Fund,0.89,2.31,4.32,8.32,NIFTY Medium Duration Debt Index,,,,6.5,38,7,25,34,58,,,,Kotak FMP-308-1125D(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
ICICI Pru Nifty50 Equal Weight Index Fund-Reg(G),46902,ICICI Prudential Mutual Fund,-0.05,4.85,12.7,36.59,NIFTY50 Equal Weight - TRI,,,,20.59,65,52,20,70,57,,,,ICICI Pru Nifty50 Equal Weight Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Axis FTP-113-1228D-Reg(G),47799,Axis Mutual Fund,0.77,1.98,3.79,7.71,CRISIL Medium Duration Debt Index,,,,6.11,65,46,74,76,76,,,,Axis FTP-113-1228D-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
PGIM India Equity Savings Fund(G),845,PGIM India Mutual Fund,0.28,1.75,4.26,9.8,NIFTY 50 Equity Savings Index,6.05,7.84,8.27,6.85,53,28,42,53,53,49,48,21,PGIM India Equity Savings Fund(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Union Medium Duration Fund-Reg(G),44157,Union Mutual Fund,0.76,2.35,4.16,8.53,CRISIL Medium Duration Debt Index,4.98,,,6.27,20,19,13,19,16,13,,,Union Medium Duration Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,15,13,10,6.41,0.81,2.28,4.23,8.47,5.94,5.94,6.95,,,,,,,,
Aditya Birla SL CRISIL IBX Gilt April 2033 Index Fund-Reg(G),48411,Aditya Birla Sun Life Mutual Fund,1.11,3.13,5.46,,CRISIL IBX Gilt Index - April 2033,,,,7.8,19,15,16,21,,,,,Aditya Birla SL CRISIL IBX Gilt April 2033 Index Fund-Reg(G),Debt : Long Duration,21,24,24,24,19,3,3,2,8.98,1.13,3.14,5.86,11.82,5.87,6.22,7.46,,,,,,,,
LIC MF Gilt Fund-Reg(G),2124,LIC Mutual Fund,1.0,2.78,5.12,10.14,Nifty All Duration G-Sec Index,5.42,5.85,7.39,7.84,17,20,22,22,23,20,17,16,LIC MF Gilt Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),47038,Mirae Asset Mutual Fund,0.8,2.06,3.94,7.95,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,,,,6.2,20,20,21,21,17,,,,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
Groww Nifty Smallcap 250 Index Fund-Reg(G),48617,Groww Mutual Fund,-1.47,2.95,17.39,,Nifty Smallcap 250 - TRI,,,,,,126,38,44,,,,,Groww Nifty Smallcap 250 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Mirae Asset Hang Seng TECH ETF FoF-Reg(G),46071,Mirae Asset Mutual Fund,53.1,47.17,59.71,46.08,Hang Seng TECH TRI,,,,45.2,1,1,1,1,2,,,,Mirae Asset Hang Seng TECH ETF FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
LIC MF BSE Sensex Index Fund-Reg(G),2133,LIC Mutual Fund,-0.49,2.06,9.04,23.61,BSE SENSEX - TRI,10.96,16.75,11.92,12.8,102,103,95,110,97,46,26,18,LIC MF BSE Sensex Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,-0.17,2.12,9.43,23.96,12.02,17.76,,17.72
Motilal Oswal BSE Low Volatility ETF,46437,Motilal Oswal Mutual Fund,-1.44,1.71,10.49,36.97,BSE Low Volatility Index - TRI,,,,20.38,80,156,117,109,67,,,,Motilal Oswal BSE Low Volatility ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,-1.39,1.86,,,,,,17.28
Edelweiss Nifty Smallcap 250 Index Fund-Reg(G),47167,Edelweiss Mutual Fund,-1.45,3.02,17.57,47.34,Nifty Smallcap 250 - TRI,,,,29.4,30,122,32,35,32,,,,Edelweiss Nifty Smallcap 250 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),36026,Sundaram Mutual Fund,1.79,5.46,17.94,33.48,Nifty Smallcap 100,23.05,31.31,,20.04,44,5,11,14,41,7,5,,Sundaram LT Micro Cap Tax Adv Fund-Sr III-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,-0.8,0.47,14.71,47.73,18.44,28.59,,31.93
Quantum Small Cap Fund-Reg(G),48248,Quantum Mutual Fund,-3.06,3.69,14.11,,BSE 250 Small Cap - TRI,,,,17.49,27,28,20,25,,,,,Quantum Small Cap Fund-Reg(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,0.13,4.09,19.63,46.88,23.68,32.76,,38.11
Mirae Asset Nifty 8-13 yr G-Sec ETF,47899,Mirae Asset Mutual Fund,1.09,3.16,5.56,11.09,Nifty 8-13 yr G-Sec,,,,7.95,7,8,6,5,3,,,,Mirae Asset Nifty 8-13 yr G-Sec ETF,Debt : ETFs,22,30,29,26,19,14,6,1,6.31,0.68,2.37,4.36,8.79,5.64,4.96,4.92,0.9,3.14,5.69,10.91,6.05,6.39,,10.58
Nippon India Quant Fund(G),5153,Nippon India Mutual Fund,1.09,4.06,13.55,44.43,BSE 200 - TRI,20.94,23.38,14.28,25.15,34,18,29,44,22,12,11,7,Nippon India Quant Fund(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.21,2.69,12.61,35.31,15.68,21.24,,27.18
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund-Reg(G),48786,Tata Mutual Fund,-1.47,-1.78,,,Nifty500 Multicap Infrastructure 50:30:20 - TRI,,,,,,124,123,,,,,,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF-Reg(G),48274,Aditya Birla Sun Life Mutual Fund,-0.29,2.56,4.66,,Bloomberg US Treasury 1-3 Year Index,,,,4.44,20,29,15,14,,,,,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF-Reg(G),Debt : ETFs,22,30,29,26,19,14,6,1,6.31,0.68,2.37,4.36,8.79,5.64,4.96,4.92,,,,,,,,
Invesco India Gold ETF FoF(G),14593,Invesco Mutual Fund,4.05,2.34,3.78,28.01,Gold-India,15.78,13.12,9.4,18.6,7,14,1,10,8,1,2,2,Invesco India Gold ETF FoF(G),Gold : MFs,16,16,16,16,15,10,10,10,18.7,4.85,0.9,4.27,27.19,15.45,12.88,9.28,,,,,,,,
Tata Nifty India Digital ETF FoF-Reg(G),46355,Tata Mutual Fund,-0.95,10.16,17.85,41.7,Nifty India Digital  - TRI,,,,28.36,5,59,1,4,6,,,,Tata Nifty India Digital ETF FoF-Reg(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Zerodha Gold ETF,48500,Zerodha Mutual Fund,4.31,2.74,3.92,,Gold-India,,,,,,25,2,15,,,,,Zerodha Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Tata Nifty Auto Index Fund-Reg(G),48683,Tata Mutual Fund,3.8,5.03,,,NIFTY AUTO - TRI,,,,,,1,3,,,,,,Tata Nifty Auto Index Fund-Reg(G),Equity : Sectoral - Auto,6,8,8,6,5,1,1,1,38.59,1.9,4.1,19.93,57.44,28.76,26.63,14.1,,,,,,,,
HSBC Global Equity Climate Change FoF-Reg(G),45333,HSBC Mutual Fund,3.86,4.81,7.82,21.96,MSCI AC World Index,0.78,,,9.0,44,37,16,35,37,36,,,HSBC Global Equity Climate Change FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
Mirae Asset Silver ETF,46195,Mirae Asset Mutual Fund,7.36,-3.77,6.94,27.38,Silver,,,,21.89,5,5,20,2,19,,,,Mirae Asset Silver ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Union Dynamic Bond(G),16032,Union Mutual Fund,1.01,2.84,5.27,10.28,CRISIL Dynamic Bond Index,4.97,5.71,6.42,7.63,12,11,13,11,7,20,17,18,Union Dynamic Bond(G),Debt : Dynamic Bond,22,22,22,22,22,22,21,18,7.58,0.99,2.78,5.06,9.89,5.95,6.31,7.32,0.98,2.77,4.96,,,,,9.15
ICICI Pru Nifty PSU Bank ETF,36397,ICICI Prudential Mutual Fund,-0.52,-8.69,-8.87,28.66,NIFTY PSU BANK - TRI,,,,16.16,92,126,152,146,87,,,,ICICI Pru Nifty PSU Bank ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
ICICI Pru Nifty Oil & Gas ETF,33836,ICICI Prudential Mutual Fund,-4.42,,,,NIFTY OIL & GAS - TRI,,,,,,163,,,,,,,ICICI Pru Nifty Oil & Gas ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
UTI CRISIL SDL Maturity June 2027 Index Fund-Reg(G),47369,UTI Mutual Fund,0.86,2.35,4.52,9.06,CRISIL IBX SDL Index - June 2027,,,,6.86,24,18,37,33,33,,,,UTI CRISIL SDL Maturity June 2027 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,46440,ICICI Prudential Mutual Fund,0.74,2.84,5.03,9.77,Nifty 5 yr Benchmark G-Sec Index TRI,,,,6.92,20,49,3,5,11,,,,ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
ICICI Pru Retirement Fund-Hybrid Cons Plan(G),25668,ICICI Prudential Mutual Fund,0.68,2.29,6.25,16.41,NIFTY 50 Hybrid Composite Debt 15:85 Index,9.16,9.64,,10.35,34,18,33,38,31,27,23,,ICICI Pru Retirement Fund-Hybrid Cons Plan(G),Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,,,,,,,,
ICICI Pru Nifty50 Value 20 Index Fund-Reg(G),48523,ICICI Prudential Mutual Fund,-0.19,5.58,14.34,,Nifty50 Value 20 - TRI,,,,,,63,11,58,,,,,ICICI Pru Nifty50 Value 20 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
SBI FMP-79-1130D-Reg(G),47764,SBI Mutual Fund,0.76,2.11,3.99,8.1,CRISIL Medium Duration Debt Index,,,,6.07,69,48,64,65,68,,,,SBI FMP-79-1130D-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
Edelweiss Nifty Next 50 Index Fund-Reg(G),47171,Edelweiss Mutual Fund,0.54,1.75,18.62,66.31,NIFTY NEXT 50 - TRI,,,,40.77,8,24,107,20,12,,,,Edelweiss Nifty Next 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),24618,Edelweiss Mutual Fund,1.07,2.58,3.73,24.57,MSCI Europe Index (Total Return Net),8.86,12.85,7.8,12.39,38,48,28,49,32,15,10,10,Edelweiss Europe Dynamic Equity Off-shore Fund-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
Axis Retirement Fund-Conservative Plan-Reg(G),43843,Axis Mutual Fund,0.81,3.92,7.57,19.97,CRISIL Hybrid 75+25 - Conservative Index,7.66,,,13.42,29,11,13,31,27,31,,,Axis Retirement Fund-Conservative Plan-Reg(G),Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,,,,,,,,
HDFC NIFTY IT ETF,47070,HDFC Mutual Fund,-1.32,13.01,20.36,31.51,NIFTY IT - TRI,,,,20.62,72,150,8,26,79,,,,HDFC NIFTY IT ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
ICICI Pru BSE Midcap Select ETF,33837,ICICI Prudential Mutual Fund,-0.13,3.93,21.32,53.97,BSE MidCap Select Index - TRI,20.16,24.97,,33.42,28,73,48,7,24,23,8,,ICICI Pru BSE Midcap Select ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
WOC Arbitrage Fund-Reg(G),48900,WhiteOak Capital Mutual Fund,0.41,,,,Nifty 50 Arbitrage - TRI,,,,,,24,,,,,,,WOC Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,,,,,,,,
Axis FTP-112-1143D-Reg(G),47568,Axis Mutual Fund,0.74,2.13,4.03,8.29,CRISIL Medium Duration Debt Index,,,,6.16,59,53,59,63,61,,,,Axis FTP-112-1143D-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
HDFC FMP-Sr 47-1269D-March 2023-Reg(G),47782,HDFC Mutual Fund,0.75,2.26,4.16,8.6,NIFTY Medium Duration Debt Index,,,,6.31,46,51,34,46,34,,,,HDFC FMP-Sr 47-1269D-March 2023-Reg(G),Debt : FTP/FMP,92,94,92,91,91,35,17,12,6.36,0.75,2.18,4.17,8.43,5.79,5.54,6.08,,,,,,,,
LIC MF Healthcare Fund-Reg(G),41330,LIC Mutual Fund,-0.25,15.81,21.71,55.83,BSE Health Care - TRI,14.52,25.2,,40.39,5,13,5,10,5,9,9,,LIC MF Healthcare Fund-Reg(G),Equity : Sectoral - Pharma,14,16,16,16,13,9,9,3,39.48,0.23,14.44,23.69,55.9,19.26,30.2,14.79,1.47,15.99,24.94,58.76,19.87,30.42,,52.75
ICICI Pru Nifty Pharma Index Fund-Reg(G),47224,ICICI Prudential Mutual Fund,0.03,12.45,21.45,52.87,NIFTY PHARMA - TRI,,,,39.29,7,11,14,12,10,,,,ICICI Pru Nifty Pharma Index Fund-Reg(G),Equity : Sectoral - Pharma,14,16,16,16,13,9,9,3,39.48,0.23,14.44,23.69,55.9,19.26,30.2,14.79,,,,,,,,
Axis Nifty SDL Sep 2026 Debt Index Fund-Reg(G),47113,Axis Mutual Fund,0.86,2.29,4.45,8.7,Nifty SDL Sep 2026 Index,,,,6.7,8,11,18,7,11,,,,Axis Nifty SDL Sep 2026 Debt Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,15,13,10,6.41,0.81,2.28,4.23,8.47,5.94,5.94,6.95,,,,,,,,
