MF Code,option,s_name,index_code,rv_tax_category,amc_code,classification_id,fund_manager_code,schemecode,type,expenceratio,fund_manager,navchange,turnover_ratio,exitload,navrs,navdate,lockperiod,inception_date,inception_return,minimum_investment,aumtotal,fund_house,index_name,redemption_period,aumdate,returns_1month,returns_3month,returns_1year,returns_3year,returns_5year,ytd_returns,exitload_remarks,highest_sector,portfolio_attributes,cost_factor,risk,rupeevest_rating,consistency_of_return,total_return,classification,navrs_gp
Navi Conservative Hybrid Fund-Reg(G),Growth,Navi Conservative Hybrid Fund-Reg(G),302,NEQ,400041,40,858,11886,Open ended scheme,2.0,Aditya Mulki,0.1,12.0,0.0,26.0457,2024-08-23,0.0,2010-07-29,7.04,10.0,35.696408,Navi Mutual Fund,CRISIL Hybrid 85+15 - Conservative Index,3,2024-07-31,0.6041,2.7784,10.0065,6.1762,6.4383,6.631048882338499,Nil,Energy,,,,Unrated,,,Hybrid : Debt Oriented (Conservative),26.0457
SBI FMP-54-1842D-Reg(G),Growth,SBI FMP-54-1842D-Reg(G),418,NEQ,400027,36,583,46004,Close ended scheme,,Ranjana Gupta,0.02,,,11.6352,2024-08-24,0.0,2021-11-08,5.57,5000.0,35.4718,SBI Mutual Fund,CRISIL Medium to Long Term Debt Index,3,2024-07-31,0.8625,2.3694,8.1921,,,5.65544295521412,null,-,,,,Unrated,,,Debt : FTP/FMP,11.6352
Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Growth,Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),228,EQ,400029,6,628,36903,Close ended scheme,1.42,Rohit Seksaria,0.08,30.0,,27.8965,2024-08-23,3.0,2017-07-05,15.45,500.0,34.145254665500005,Sundaram Mutual Fund,Nifty Smallcap 100,3,2024-07-31,3.3399,10.0593,35.3923,26.6092,31.7074,15.685428856975788,null,Financials,,,,Unrated,,,Equity : Tax Saving (ELSS),27.8965
HSBC Global Emerging Markets Fund(G),Growth,HSBC Global Emerging Markets Fund(G),55,NEQ,400014,49,805,4314,Open ended scheme,2.36,Sonal Gupta,0.27,4.0,1.0,18.9201,2024-08-23,0.0,2008-03-17,3.95,5000.0,34.127599685,HSBC Mutual Fund,MSCI Emerging Market Index,5,2024-07-31,1.5234,2.4985,14.5728,-0.5017,7.2289,11.264034342862532,"1% on or before 1Y, Nil after 1Y",-,,,,Unrated,,,FoFs : Overseas,18.8686
Bandhan Nifty Total Market Index Fund-Reg(G),Growth,Bandhan Nifty Total Market Index Fund-Reg(G),625,EQ,400028,18,834,48651,Open ended scheme,1.04,Nemish Sheth,-0.08,,0.25,10.2108,2024-08-23,0.0,2024-07-10,2.11,1000.0,33.73487795866,Bandhan Mutual Fund,Nifty Total Market - TRI,3,2024-07-31,2.6593,,,,,,"0.25% on or before 15D, Nil after 15D",Financials,,,,Unrated,,,Equity : Index Funds,10.2108
Motilal Oswal Developed Market Ex US ETFs FoF-Reg(G),Growth,Motilal Oswal Developed Market Ex US ETFs FoF-Reg(G),713,NEQ,400042,49,1037,48142,Open ended scheme,0.57,Sunil Sawant,1.81,,1.0,12.048,2024-08-23,0.0,2023-09-21,20.48,500.0,33.4378,Motilal Oswal Mutual Fund,S&P Developed Ex-U.S. BMI Total Return Index,5,2024-07-31,3.7253,5.0841,,,,8.82956123490625,"1% on or before 15D, Nil after 15D",-,,,,Unrated,,,FoFs : Overseas,11.8338
Groww Value Fund-Reg(G),Growth,Groww Value Fund-Reg(G),312,EQ,400048,17,406,33606,Open ended scheme,2.3,Anupam Tiwari,0.31,81.0,1.0,26.4395,2024-08-23,0.0,2015-09-07,11.45,10.0,33.356062705999996,Groww Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,1.4629,6.869,39.4187,18.0932,20.0362,15.695807041649529,"1% on or before 1Y, Nil after 1Y",Financials,,,,Unrated,,,Equity : Value / Contra,26.4395
Axis CRISIL IBX 50:50 Gilt Plus SDL Sep 2027 Index Fund-Reg(G),Growth,Axis CRISIL IBX 50:50 Gilt Plus SDL Sep 2027 Index Fund-Reg(G),689,NEQ,400040,27,493,47621,Open ended scheme,0.4,Aditya Pagaria,0.03,0.0,0.0,11.2449,2024-08-23,0.0,2023-02-27,8.21,5000.0,32.9503,Axis Mutual Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - September 2027,3,2024-07-31,0.9398,2.4154,8.1032,,,5.477961522948341,Nil,-,,,,Unrated,,,Debt : Medium to Long Duration,11.2449
Kotak FMP-305-1200D(G),Growth,Kotak FMP-305-1200D(G),430,NEQ,400019,36,61,47432,Close ended scheme,,Deepak Agrawal,0.02,,,11.21,2024-08-23,0.0,2023-01-19,7.43,5000.0,32.7833,Kotak Mahindra Mutual Fund,NIFTY Medium Duration Debt Index,3,2024-07-31,0.7586,2.1059,7.7263,,,5.038276660138873,null,-,,,,Unrated,,,Debt : FTP/FMP,11.21
SBI FMP-6-3668D-Reg(G),Growth,SBI FMP-6-3668D-Reg(G),240,NEQ,400027,36,583,43566,Close ended scheme,,Ranjana Gupta,0.02,,,14.8369,2024-08-24,0.0,2019-05-16,7.76,5000.0,32.708200000000005,SBI Mutual Fund,Crisil Long Term Debt Index,3,2024-07-31,1.0213,2.6136,8.4497,6.2333,6.716,6.024053337525636,null,-,,,,Unrated,,,Debt : FTP/FMP,14.8369
Kotak Nifty Midcap 50 ETF,Growth,Kotak Nifty Midcap 50 ETF,313,EQ,400019,44,551,45730,Open ended scheme,0.05,Devender Singhal,-0.65,152.14,,167.0738,2024-08-23,0.0,2022-01-28,31.44,5000.0,32.378099999999996,Kotak Mahindra Mutual Fund,Nifty Midcap 50 - TRI,3,2024-07-31,3.9875,12.4088,49.2262,,,25.727921544310433,null,Financials,,,,Unrated,,,Equity : ETFs,167.0738
HDFC NIFTY50 Value 20 ETF,Growth,HDFC NIFTY50 Value 20 ETF,339,EQ,400013,44,918,46890,Open ended scheme,0.15,Abhishek Mor,-0.03,44.14,,145.0206,2024-08-23,0.0,2022-09-23,31.26,500.0,31.7962,HDFC Mutual Fund,Nifty50 Value 20 - TRI,3,2024-07-31,1.5247,12.0541,42.0974,,,22.85550178919974,null,Technology,,,,Unrated,,,Equity : ETFs,145.0206
Aditya Birla SL Nifty Healthcare ETF,Growth,Aditya Birla SL Nifty Healthcare ETF,544,EQ,400004,44,925,45695,Open ended scheme,0.22,Haresh Mehta,-0.15,,,14.4187,2024-08-23,0.0,2021-10-21,19.23,500.0,31.781399999999998,Aditya Birla Sun Life Mutual Fund,Nifty Healthcare Index - TRI,3,2024-07-31,7.1329,16.7156,47.9585,,,33.812515660816864,null,Healthcare,,,,Unrated,,,Equity : ETFs,14.4187
DSP Gold ETF FoF-Reg(G),Growth,DSP Gold ETF FoF-Reg(G),169,NEQ,400009,47,597,48322,Open ended scheme,1.0,Anil Ghelani,-0.2,,0.0,11.4921,2024-08-23,0.0,2023-11-17,14.92,100.0,31.6944,DSP Mutual Fund,Gold-London AM (INR),3,2024-07-31,1.3395,-2.0039,,,,11.535885864026797,NIL,-,,,,Unrated,,,Gold : MFs,11.4921
Groww Overnight Fund-Reg(G),Growth,Groww Overnight Fund-Reg(G),500,NEQ,400048,20,751,42042,Open ended scheme,0.18,Kaustubh Sule,0.03,0.0,0.0,1262.0403,2024-08-25,0.0,2019-07-08,4.63,100.0,31.524468954,Groww Mutual Fund,CRISIL Liquid Overnight Index,1,2024-07-31,0.5351,1.6269,6.6746,5.3842,4.5984,4.2224053432796875,Nil,-,,,,Unrated,,,Debt : Overnight,1261.6044
HDFC FMP-Sr 46-1162D-Mar 2022-Reg(G),Growth,HDFC FMP-Sr 46-1162D-Mar 2022-Reg(G),430,NEQ,400013,36,876,46474,Close ended scheme,,Vikash Agarwal,0.02,0.0,,11.4349,2024-08-23,0.0,2022-03-15,5.64,5000.0,31.483800000000002,HDFC Mutual Fund,NIFTY Medium Duration Debt Index,3,2024-07-31,0.6177,1.9599,7.4012,,,4.97089981089468,null,-,,,,Unrated,,,Debt : FTP/FMP,11.4349
Groww Nifty Non-Cyclical Consumer Index Fund-Reg(G),Growth,Groww Nifty Non-Cyclical Consumer Index Fund-Reg(G),624,EQ,400048,18,992,48799,Open ended scheme,1.0,Abhishek Jain,0.11,3.0,1.0,11.5785,2024-08-23,0.0,2024-05-22,15.78,500.0,30.956244316000003,Groww Mutual Fund,Nifty Non-Cyclical Consumer - TRI,3,2024-07-31,5.8586,15.785,,,,,"1% on or before 30D, Nil after 30D",FMCG,,,,Unrated,,,Equity : Index Funds,11.5785
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund-Reg(G),Growth,PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund-Reg(G),688,NEQ,400044,27,257,47617,Open ended scheme,0.51,Puneet Pal,0.02,0.0,0.0,11.2444,2024-08-23,0.0,2023-02-22,8.13,5000.0,30.8724,PGIM India Mutual Fund,CRISIL IBX Gilt Index - April 2028,3,2024-07-31,0.8475,2.3065,7.9428,,,5.231437288262499,Nil,-,,,,Unrated,,,Debt : Medium to Long Duration,11.2444
HDFC FMP-Sr 46-1876D-Mar 2022-Reg(G),Growth,HDFC FMP-Sr 46-1876D-Mar 2022-Reg(G),437,NEQ,400013,36,876,46540,Close ended scheme,,Vikash Agarwal,0.04,0.0,,11.5266,2024-08-23,0.0,2022-03-29,6.09,5000.0,30.7835,HDFC Mutual Fund,NIFTY Medium to Long Duration Debt Index,3,2024-07-31,0.9379,2.4195,8.2686,,,5.521124181809855,null,-,,,,Unrated,,,Debt : FTP/FMP,11.5266
ITI Banking & PSU Debt Fund-Reg(G),Growth,ITI Banking & PSU Debt Fund-Reg(G),416,NEQ,400056,33,291,44398,Open ended scheme,0.7,Vikrant Mehta,0.01,0.0,0.0,12.2082,2024-08-23,0.0,2020-10-22,5.34,5000.0,30.628200000000003,ITI Mutual Fund,CRISIL Banking and PSU Debt Index,3,2024-07-31,0.6937,1.8547,7.3616,5.5502,,5.056537528182711,Nil,-,,,,Unrated,,,Debt : Banking & PSU,12.2082
Motilal Oswal Quant Fund-Reg(G),Growth,Motilal Oswal Quant Fund-Reg(G),326,EQ,400042,13,627,48806,Open ended scheme,0.94,Ajay Khandelwal,0.29,,1.0,10.911,2024-08-23,0.0,2024-06-06,9.11,500.0,30.538200000000003,Motilal Oswal Mutual Fund,NIFTY 200 - TRI,3,2024-07-31,5.738,,,,,,"1% on or before 15D, Nil after 15D",Financials,,,,Unrated,,,Equity : Thematic,10.911
Kotak All Weather Debt FoF-Reg(G),Growth,Kotak All Weather Debt FoF-Reg(G),433,NEQ,400019,48,8,47093,Open ended scheme,0.15,Abhishek Bisen,-0.07,,0.0,11.5296,2024-08-23,0.0,2022-11-17,8.39,100.0,29.8387,Kotak Mahindra Mutual Fund,NIFTY Composite Debt Index,3,2024-07-31,1.089,2.9925,9.0496,,,6.396958399468467,Nil,-,,,,Unrated,,,FoFs : Domestic,11.5296
Kotak BSE Sensex ETF,Growth,Kotak BSE Sensex ETF,174,EQ,400019,44,551,5285,Open ended scheme,0.28,Devender Singhal,0.04,13.57,0.0,87.3751,2024-08-23,0.0,2008-06-06,11.95,10000.0,29.1981,Kotak Mahindra Mutual Fund,BSE SENSEX - TRI,3,2024-07-31,0.9901,8.0554,25.1685,14.5559,18.2029,13.178955615510388,NIL,Financials,,,,Unrated,,,Equity : ETFs,87.3751
UTI Silver ETF FoF-Reg(G),Growth,UTI Silver ETF FoF-Reg(G),199,NEQ,400032,48,620,46882,Open ended scheme,0.5,Sharwan Kumar Goyal,-0.59,,1.0,11.0513,2024-08-23,0.0,2023-04-21,7.73,5000.0,29.164,UTI Mutual Fund,Silver,3,2024-07-31,-3.9819,-8.0774,14.771,,,13.517816605548868,"1% on or before 15D, Nil after 15D",-,,,,Unrated,,,FoFs : Domestic,11.0513
Aditya Birla SL CRISIL IBX Gilt Apr 2028 Index Fund-Reg(G),Growth,Aditya Birla SL CRISIL IBX Gilt Apr 2028 Index Fund-Reg(G),688,NEQ,400004,27,747,47757,Open ended scheme,0.79,Bhupesh Bameta,0.01,0.0,0.0,11.0909,2024-08-23,0.0,2023-03-15,7.43,500.0,28.425900000000002,Aditya Birla Sun Life Mutual Fund,CRISIL IBX Gilt Index - April 2028,3,2024-07-31,0.8117,2.2127,7.6452,,,5.048352418568081,Nil,-,,,,Unrated,,,Debt : Medium to Long Duration,11.0909
Baroda BNP Paribas Medium Duration Fund-Reg(G),Growth,Baroda BNP Paribas Medium Duration Fund-Reg(G),417,NEQ,400001,26,141,16677,Open ended scheme,0.97,Prashant Pimple,0.07,0.0,1.0,17.6853,2024-08-23,0.0,2014-03-05,5.59,5000.0,28.3521,Baroda BNP Paribas Mutual Fund,CRISIL Medium Duration Debt Index,3,2024-07-31,0.787,2.1132,7.4213,5.3391,5.275,5.163853028798418,"1% on or before 12M, Nil after 12M",-,,,,Unrated,,,Debt : Medium Duration,17.6853
Kotak Silver ETF FoF-Reg(G),Growth,Kotak Silver ETF FoF-Reg(G),199,NEQ,400019,47,851,46628,Open ended scheme,0.6,Jeetu Valechha Sonar,-0.23,76.35,0.5,11.5181,2024-08-23,0.0,2023-03-31,10.62,100.0,28.3213,Kotak Mahindra Mutual Fund,Silver,3,2024-07-31,-1.294,-6.0422,14.1898,,,13.607535631503673,"0.5% on or before 30D, Nil after 30D",-,,,,Unrated,,,Gold : MFs,11.5181
Kotak NIFTY 100 Low Volatility 30 Index Fund-Reg(G),Growth,Kotak NIFTY 100 Low Volatility 30 Index Fund-Reg(G),360,EQ,400019,18,551,45716,Open ended scheme,0.95,Devender Singhal,-0.16,14.11,0.0,10.8879,2024-08-23,0.0,2024-06-07,8.88,100.0,28.062199999999997,Kotak Mahindra Mutual Fund,Nifty100 Low Volatility 30 - TRI,3,2024-07-31,2.8567,,,,,,Nil,FMCG,,,,Unrated,,,Equity : Index Funds,10.8879
UTI BSE Housing Index Fund-Reg(G),Growth,UTI BSE Housing Index Fund-Reg(G),703,EQ,400032,18,620,47964,Open ended scheme,1.02,Sharwan Kumar Goyal,-0.93,45.04,0.0,15.2902,2024-08-23,0.0,2023-06-07,41.89,1000.0,27.6621,UTI Mutual Fund,BSE Housing - TRI,3,2024-07-31,-0.8521,5.287,42.1049,,,21.464546162278957,Nil,Construction,,,,Unrated,,,Equity : Index Funds,15.2902
Aditya Birla SL Retirement Fund-50-Reg(G),Growth,Aditya Birla SL Retirement Fund-50-Reg(G),303,NEQ,400004,43,593,42774,Open ended scheme,1.92,Dhaval Shah,0.06,17.0,0.0,13.8505,2024-08-23,5.0,2019-03-11,6.15,1000.0,27.617800000000003,Aditya Birla Sun Life Mutual Fund,CRISIL Short Term Debt Hybrid 75+25 Index,3,2024-07-31,1.3197,4.0132,12.0074,6.6086,5.9832,7.731497685995409,Nil,Financials,,,,Unrated,,,Hybrid : Solution Oriented,13.8505
Baroda BNP Paribas Banking and PSU Bond Fund-Reg(G),Growth,Baroda BNP Paribas Banking and PSU Bond Fund-Reg(G),416,NEQ,400001,33,141,44154,Open ended scheme,0.79,Prashant Pimple,0.03,0.0,0.0,11.7779,2024-08-23,0.0,2020-12-17,4.54,5000.0,27.359099999999998,Baroda BNP Paribas Mutual Fund,CRISIL Banking and PSU Debt Index,3,2024-07-31,0.7657,2.104,7.395,4.7126,,5.133538044060422,Nil,-,,,,1,,,Debt : Banking & PSU,11.7779
Sundaram Conservative Hybrid Fund(G),Growth,Sundaram Conservative Hybrid Fund(G),302,NEQ,400029,40,300,8512,Open ended scheme,2.15,S. Bharath,0.01,0.0,0.0,28.434,2024-08-23,0.0,2010-03-08,7.49,5000.0,26.8152581831,Sundaram Mutual Fund,CRISIL Hybrid 85+15 - Conservative Index,3,2024-07-31,0.9967,3.7151,10.8715,9.0321,9.1849,6.830879286441567,Nil,Financials,,,,Unrated,,,Hybrid : Debt Oriented (Conservative),28.434
ICICI Pru Nifty Oil & Gas ETF,Growth,ICICI Pru Nifty Oil & Gas ETF,553,EQ,400015,44,763,33836,Open ended scheme,0.4,Nishit Patel,-0.53,,,13.1954,2024-08-23,0.0,2024-07-19,3.58,100.0,26.794401988,ICICI Prudential Mutual Fund,NIFTY OIL & GAS - TRI,1,2024-07-31,5.3727,,,,,,null,Energy,,,,Unrated,,,Equity : ETFs,13.1954
Bandhan Nifty 50 ETF,Growth,Bandhan Nifty 50 ETF,154,EQ,400028,44,834,34198,Open ended scheme,0.09,Nemish Sheth,0.06,3.0,,268.7646,2024-08-23,0.0,2016-10-07,15.39,5000.0,26.768260454952,Bandhan Mutual Fund,NIFTY 50 - TRI,3,2024-07-31,1.6142,8.6405,29.0067,15.8266,19.1081,15.2805443605462,null,Financials,,,,Unrated,,,Equity : ETFs,268.7646
SBI FMP-59-1618D-Reg(G),Growth,SBI FMP-59-1618D-Reg(G),418,NEQ,400027,36,583,46334,Close ended scheme,,Ranjana Gupta,0.02,,,11.5199,2024-08-24,0.0,2022-01-31,5.67,5000.0,26.4085,SBI Mutual Fund,CRISIL Medium to Long Term Debt Index,3,2024-07-31,0.7786,2.1041,7.7109,,,5.087482439656279,null,-,,,,Unrated,,,Debt : FTP/FMP,11.5199
SBI FMP-34-3682D-Reg(G),Growth,SBI FMP-34-3682D-Reg(G),240,NEQ,400027,36,583,44969,Close ended scheme,,Ranjana Gupta,0.02,,,12.8623,2024-08-24,0.0,2020-05-05,6.02,5000.0,25.923099999999998,SBI Mutual Fund,Crisil Long Term Debt Index,3,2024-07-31,1.1553,2.7348,8.6159,6.4365,,6.467179869216124,null,-,,,,Unrated,,,Debt : FTP/FMP,12.8623
LIC MF Money Market Fund-Reg(G),Growth,LIC MF Money Market Fund-Reg(G),445,NEQ,400020,24,553,46587,Open ended scheme,1.02,Rahul Singh,0.01,0.0,0.0,1126.8162,2024-08-23,0.0,2022-08-01,5.96,5000.0,25.890900000000002,LIC Mutual Fund,Nifty Money Market Index,3,2024-07-31,0.4573,1.4183,6.2917,,,4.010013912108545,Nil,-,,,,Unrated,,,Debt : Money Market,1126.8162
Nippon India Equity Savings Fund-Segregated Portfolio 1-(G),Growth,Nippon India Equity Savings Fund-Segregated Portfolio 1-(G),436,EQ,400025,37,625,44235,Open ended scheme,,Ashutosh Bhargava,0.0,,,0.2885,2024-08-23,0.0,2019-09-25,0.0,5000.0,25.810522838,Nippon India Mutual Fund,NIFTY 50 Equity Savings Index,3,2024-07-31,0.0,0.0,0.0,0.0,,0.0,null,-,,,,Unrated,,,Hybrid : Equity Oriented,0.2885
HSBC Managed Solutions India-Conservative(G),Growth,HSBC Managed Solutions India-Conservative(G),40,NEQ,400014,48,562,28311,Open ended scheme,1.3,Gautam Bhupal,-0.02,12.0,1.0,20.4722,2024-08-23,0.0,2014-04-30,7.19,5000.0,25.118869822,HSBC Mutual Fund,CRISIL Composite Bond Index,3,2024-07-31,1.1962,3.1304,10.2256,5.9444,6.5531,6.888037418304053,"1% on or before 1Y, Nil after 1Y",-,,,,Unrated,,,FoFs : Domestic,20.4759
HDFC Nifty 1D Rate Liquid ETF,IDCW,HDFC Nifty 1D Rate Liquid ETF,293,NEQ,400013,45,876,46470,Open ended scheme,0.5,Vikash Agarwal,0.0,0.0,,1000.0,2024-08-25,0.0,2023-08-24,6.04,5000.0,25.0625,HDFC Mutual Fund,Nifty 1D Rate Index,3,2024-07-31,0.4626,1.5103,6.0204,,,3.896374610075046,null,-,,,,Unrated,,,Debt : ETFs,1000.0
Sundaram LT Tax Adv Fund-Sr IV-Reg(G),Growth,Sundaram LT Tax Adv Fund-Sr IV-Reg(G),22,EQ,400029,6,628,39388,Close ended scheme,1.42,Rohit Seksaria,-0.09,27.0,,32.8502,2024-08-23,3.0,2018-06-29,21.31,500.0,24.7415843898,Sundaram Mutual Fund,BSE 500,3,2024-07-31,3.7275,9.6674,35.2005,29.2373,31.6544,15.075700783981278,null,Financials,,,,Unrated,,,Equity : Tax Saving (ELSS),32.8502
Quantum Multi Asset Allocation Fund-Reg(G),Growth,Quantum Multi Asset Allocation Fund-Reg(G),44,NEQ,400024,42,275,48217,Open ended scheme,1.97,Chirag Mehta,-0.09,,1.0,10.76,2024-08-23,0.0,2024-03-07,7.6,500.0,24.542871233861,Quantum Mutual Fund,CRISIL Short Term Bond Index,3,2024-07-31,0.7491,4.1626,,,,,"1% on or before 90D, Nil after 90D",Financials,,,,Unrated,,,Hybrid : Multi Asset Allocation,10.76
Union FMP-Sr 13-Reg(G),Growth,Union FMP-Sr 13-Reg(G),417,NEQ,400045,36,258,46632,Close ended scheme,,Devesh Thacker,0.02,,,11.0285,2024-08-23,0.0,2023-03-29,7.21,5000.0,24.476399999999998,Union Mutual Fund,CRISIL Medium Duration Debt Index,3,2024-07-31,0.7362,2.0298,7.4546,,,4.86754274195081,null,-,,,,Unrated,,,Debt : FTP/FMP,11.0285
Aditya Birla SL FTP-TJ-1838D-Reg(G),Growth,Aditya Birla SL FTP-TJ-1838D-Reg(G),418,NEQ,400004,36,586,45628,Close ended scheme,,Mohit Sharma,0.07,,,11.9506,2024-08-23,0.0,2021-07-16,5.9,1000.0,24.328699999999998,Aditya Birla Sun Life Mutual Fund,CRISIL Medium to Long Term Debt Index,3,2024-07-31,0.8175,2.3001,8.0994,5.715,,5.531516575122308,null,-,,,,Unrated,,,Debt : FTP/FMP,11.9506
JM Medium to Long Duration Fund-Reg(G),Growth,JM Medium to Long Duration Fund-Reg(G),418,NEQ,400017,27,385,1921,Open ended scheme,1.07,Gurvinder Singh Wasan,-0.01,0.0,0.0,57.9752,2024-08-23,0.0,1995-04-01,6.16,1000.0,23.827199999999998,JM Financial Mutual Fund,CRISIL Medium to Long Term Debt Index,3,2024-07-31,1.0926,2.3485,7.9655,4.6291,4.2525,5.674023874318071,Nil,-,,,,Unrated,,,Debt : Medium to Long Duration,57.9752
Aditya Birla SL FTP-UB-1224D-Reg(G),Growth,Aditya Birla SL FTP-UB-1224D-Reg(G),417,NEQ,400004,36,586,47306,Close ended scheme,,Mohit Sharma,0.03,,,11.2652,2024-08-23,0.0,2022-12-16,7.31,1000.0,23.7698,Aditya Birla Sun Life Mutual Fund,CRISIL Medium Duration Debt Index,3,2024-07-31,0.7711,2.0916,7.7793,,,5.015288239242302,null,-,,,,Unrated,,,Debt : FTP/FMP,11.2652
Kotak Nifty AAA Bond Jun 2025 HTM Index Fund-Reg(G),Growth,Kotak Nifty AAA Bond Jun 2025 HTM Index Fund-Reg(G),726,NEQ,400019,25,8,48658,Open ended scheme,0.3,Abhishek Bisen,0.02,0.0,0.0,10.2959,2024-08-23,0.0,2024-03-28,2.96,100.0,23.605500000000003,Kotak Mahindra Mutual Fund,Nifty AAA Bond Jun 2025 HTM Index,3,2024-07-31,0.5488,1.8307,,,,,Nil,-,,,,Unrated,,,Debt : Short Duration,10.2959
Motilal Oswal BSE Quality Index Fund-Reg(G),Growth,Motilal Oswal BSE Quality Index Fund-Reg(G),620,EQ,400042,18,549,46744,Open ended scheme,1.03,Swapnil P Mayekar,-0.12,,1.0,18.6405,2024-08-23,0.0,2022-08-22,36.41,500.0,23.3746,Motilal Oswal Mutual Fund,BSE Quality Index - TRI,3,2024-07-31,3.8705,10.2284,59.2293,,,32.976408734546546,"1% on or before 15D, Nil after 15D",Energy,,,,Unrated,,,Equity : Index Funds,18.6405
Kotak NIFTY MNC ETF,Growth,Kotak NIFTY MNC ETF,316,EQ,400019,44,551,45729,Open ended scheme,0.3,Devender Singhal,-0.49,36.56,,31.3089,2024-08-23,0.0,2022-08-05,26.53,5000.0,23.266,Kotak Mahindra Mutual Fund,NIFTY MNC - TRI,3,2024-07-31,1.141,6.0898,42.013,,,28.27310717797443,null,FMCG,,,,Unrated,,,Equity : ETFs,31.3089
HDFC Nifty PSU Bank ETF,Growth,HDFC Nifty PSU Bank ETF,321,EQ,400013,44,918,48522,Open ended scheme,0.35,Abhishek Mor,-0.6,,,70.594,2024-08-23,0.0,2024-01-31,12.5,500.0,22.7883,HDFC Mutual Fund,NIFTY PSU BANK - TRI,3,2024-07-31,-2.8067,-4.6259,,,,,null,Financials,,,,Unrated,,,Equity : ETFs,70.594
Bandhan Nifty IT Index Fund-Reg(G),Growth,Bandhan Nifty IT Index Fund-Reg(G),310,EQ,400028,18,834,48140,Open ended scheme,1.01,Nemish Sheth,-1.01,,0.0,13.4473,2024-08-23,0.0,2023-08-31,34.47,1000.0,22.659016601095,Bandhan Mutual Fund,NIFTY IT - TRI,3,2024-07-31,2.5674,21.3152,,,,16.587336679931678,Nil,Technology,,,,Unrated,,,Equity : Index Funds,13.4473
Axis Equity ETFs FoF-Reg(G),Growth,Axis Equity ETFs FoF-Reg(G),312,EQ,400040,44,409,46371,Open ended scheme,0.28,Shreyash Devalkar,-0.09,,1.0,16.3485,2024-08-23,0.0,2022-02-24,21.77,5000.0,22.5416,Axis Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,2.2983,9.2113,39.1291,,,21.977333263696668,"1% on or before 15D, Nil after 15D",-,,,,Unrated,,,Equity : ETFs,16.3485
Invesco India - Invesco Global Equity Income FoF-Reg(G),Growth,Invesco India - Invesco Global Equity Income FoF-Reg(G),243,NEQ,400021,49,1043,24405,Open ended scheme,1.4,Herin Shah,0.01,,1.0,25.6313,2024-08-23,0.0,2014-05-05,9.56,1000.0,21.9908,Invesco Mutual Fund,MSCI World Index-Net Dividend,5,2024-07-31,2.6369,4.6363,26.07,13.7937,15.6211,11.938316948863855,"Nil upto 10% of units and 1% for above the limits on or before 1Y, Nil after 1Y",-,,,,Unrated,,,FoFs : Overseas,25.6313
Kotak Nifty Financial Services Ex-Bank Index Fund-Reg(G),Growth,Kotak Nifty Financial Services Ex-Bank Index Fund-Reg(G),629,EQ,400019,18,551,48107,Open ended scheme,0.73,Devender Singhal,-0.38,86.54,0.0,13.307,2024-08-23,0.0,2023-08-14,32.06,100.0,21.7969,Kotak Mahindra Mutual Fund,Nifty Financial Services Ex-Bank - TRI,3,2024-07-31,4.5819,10.2394,31.3493,,,15.753305497564368,Nil,Financials,,,,Unrated,,,Equity : Index Funds,13.307
UTI Annual Interval Fund-I-(G),Growth,UTI Annual Interval Fund-I-(G),368,NEQ,400032,36,516,3541,Interval scheme,,Sunil Patil,0.02,0.0,0.0,32.5818,2024-08-23,0.0,2007-07-18,7.15,10000.0,21.4584,UTI Mutual Fund,CRISIL Low Duration Debt Index,3,2024-07-31,0.5478,1.7189,6.8883,6.759,5.749,4.558203418331656,Nil,-,,,,Unrated,,,Debt : FTP/FMP,32.5818
Quantum Nifty 50 ETF FoF-Reg(G),Growth,Quantum Nifty 50 ETF FoF-Reg(G),154,NEQ,400024,48,78,46655,Open ended scheme,0.18,Hitendra Parekh,0.07,84.83,0.0,14.4923,2024-08-23,0.0,2022-08-05,19.82,500.0,21.325252338414998,Quantum Mutual Fund,NIFTY 50 - TRI,3,2024-07-31,1.6875,8.8648,28.6569,,,15.084930157948648,Nil,-,,,,Unrated,,,FoFs : Domestic,14.4923
Axis CRISIL IBX SDL June 2034 Debt Index Fund-Reg(G),Growth,Axis CRISIL IBX SDL June 2034 Debt Index Fund-Reg(G),724,NEQ,400040,28,729,48679,Open ended scheme,0.45,Hardik Shah,0.01,0.0,0.0,10.4429,2024-08-23,0.0,2024-03-21,4.43,5000.0,21.182399999999998,Axis Mutual Fund,CRISIL IBX SDL Index - June 2034,3,2024-07-31,1.3647,3.0695,,,,,Nil,-,,,,Unrated,,,Debt : Long Duration,10.4429
