s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
Sundaram LT Micro Cap Tax Adv Fund-Sr VI-Reg(G),Equity : Tax Saving (ELSS),37867,49.73,3.69,80.17,16.08,-13.06,-26.34,-,-,-,-,3,25,1,30,51,42,-,-,-,-,1.93,3.05,0.26,8.97,0.27,7.58,-3.95,-1.36,1.44,5.24,31,4,56,11,42,5,54,55,39,50,5.32,17.54,-3.89,13.69,11.93,18.47,-0.69,-1.94,17.5,-10.06,46,9,54,11,4,6,4,52,6,37,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,44,-,-,-,-,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
Groww Banking & Financial Services Fund-Reg(G),Equity : Sectoral - Financial Services,48456,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.15,0.74,-0.38,5.8,-1.53,4.15,0.94,-,-,-,15,14,18,17,10,17,7,-,-,-,3.51,8.5,-,-,-,-,-,-,-,-,18,19,-,-,-,-,-,-,-,-,21.07,14.97,15.33,-0.84,19.44,-1.63,40.71,13.06,-8.04,62.01,3.73,0.84,0.74,7.22,-1.47,5.46,-0.01,0.18,0.16,6.69,5.38,11.42,0.29,10.11,3.86,14.19,-6.28,9.55,15.07,-8.77,-,-,-,-,-,-,-,-,-,-,21,21,21,20,20,20,20,-,-,-,-,-,-,-,-,-,-,-,20,21
Tata Nifty Financial Services Index Fund-Reg(G),Equity : Index Funds,48760,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.46,1.1,-0.12,7.63,-0.09,-,-,-,-,-,10,58,117,35,82,-,-,-,-,-,4.47,-,-,-,-,-,-,-,-,-,114,-,-,-,-,-,-,-,-,-,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,-,-,-,-,-,-,-,-,-,-,136,131,125,124,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125
Aditya Birla SL CRISIL Liquid Overnight ETF,Debt : Overnight,47722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.49,0.49,0.49,0.53,0.52,0.54,0.5,0.56,0.53,34,34,35,34,32,32,32,32,29,35,1.48,1.55,1.61,1.59,1.5,1.49,-,-,-,-,34,32,32,34,32,31,-,-,-,-,6.6,4.61,3.11,3.33,5.6,6.06,5.58,7.37,7.72,8.45,0.52,0.53,0.53,0.53,0.55,0.53,0.55,0.51,0.56,0.56,1.59,1.61,1.64,1.68,1.62,1.59,1.54,1.48,1.26,0.98,-,-,-,-,-,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,-,-,-,-,32,32,34,35,35,35
ITI Arbitrage Fund-Reg(G),Hybrid : Arbitrage,44126,6.35,2.44,2.38,3.08,-,-,-,-,-,-,22,24,22,20,-,-,-,-,-,-,0.53,0.57,0.49,0.64,0.61,0.64,0.62,0.58,0.77,0.58,2,7,25,9,2,19,9,9,22,18,1.6,1.91,1.98,1.6,1.76,1.74,1.12,0.7,0.5,0.77,21,7,19,11,22,15,24,24,24,23,6.94,3.96,3.44,3.95,5.89,5.62,5.55,6.57,7.61,8.37,0.49,0.56,0.57,0.62,0.57,0.65,0.6,0.55,0.82,0.58,1.62,1.85,1.98,1.57,1.86,1.73,1.6,1.32,0.81,0.98,24,24,24,22,-,-,-,-,-,-,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,24,25,26,26,26
HSBC Brazil Fund(G),FoFs : Overseas,8587,24.75,14.62,-26.98,-22.98,27.12,6.08,11.39,61.11,-43.01,-18.45,24,1,31,27,8,2,17,1,25,17,0.08,7.4,1.48,-2.82,-5.13,-5.7,0.56,-1.19,-6.98,7.82,55,3,25,49,58,57,54,53,52,5,9.08,-13.06,-7.58,17.57,-5.9,19.15,-5.36,1.58,9.65,-22.91,15,58,55,2,51,2,55,45,1,46,23.59,-14.52,9.91,19.5,24.32,-6.48,14.52,12.34,-7.89,0.55,3.64,2.39,0.5,2.08,2.67,-1.74,3.36,3.26,-1.17,4.69,6.61,2.94,5.48,10.27,-2.69,5.18,8.56,8.67,-4.32,-13.83,55,47,31,27,26,25,25,25,25,18,58,58,58,58,58,58,57,57,57,57,51,52,54,55,56,56,57,57,58,58
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Fund-Reg(G),Debt : Medium to Long Duration,47706,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88,0.76,1.03,0.65,0.92,0.23,0.63,0.67,0.71,1.11,20,21,14,35,30,24,20,32,16,20,2.7,1.81,2.02,1.84,1.16,2.02,-,-,-,-,22,31,16,24,22,26,-,-,-,-,6.93,2.52,2.89,9.81,7.2,4.9,3,12.64,5.58,14.3,0.89,0.76,0.97,0.67,1,0.16,0.6,0.72,0.7,1.05,2.64,1.84,2.04,1.85,1.1,2.07,1.8,1.81,1.7,-1.63,-,-,-,-,-,-,-,-,-,-,52,52,52,52,52,52,52,52,52,52,-,-,-,-,52,52,52,52,52,52
UTI Medium Duration Fund-Reg(G),Debt : Medium Duration,31387,6.45,2.42,6.19,0.02,6.07,5.46,6.94,11.02,-,-,19,10,3,12,9,6,4,7,-,-,1.04,0.7,0.85,0.43,0.96,0.08,0.63,0.72,0.6,0.86,3,14,14,29,5,26,12,13,24,14,2.61,1.47,1.96,1.51,1.3,2.04,1.45,1.59,1.39,-1.08,5,28,16,28,13,9,20,18,10,6,6.77,4,5.17,6.23,5.1,5.27,6.36,11.17,7.61,13.13,0.81,0.69,0.84,0.61,0.84,0.27,0.62,0.7,0.66,0.84,2.35,1.73,1.99,1.77,1.24,1.98,1.63,1.71,2.25,-1.39,23,15,14,13,13,13,13,13,-,-,30,30,30,30,30,30,30,30,30,30,19,19,21,23,30,30,30,30,30,30
DSP Nifty Bank Index Fund-Reg(G),Equity : Index Funds,48801,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.07,-0.26,-1.57,6.77,-,-,-,-,-,-,19,121,124,58,-,-,-,-,-,-,1.19,-,-,-,-,-,-,-,-,-,122,-,-,-,-,-,-,-,-,-,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,-,-,-,-,-,-,-,-,-,-,136,131,125,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125
Sundaram LT Micro Cap Tax Adv Fund-Sr IV-Reg(G),Equity : Tax Saving (ELSS),36380,49.65,4.23,74.23,18.31,-11.73,-29.45,-,-,-,-,4,22,3,22,48,44,-,-,-,-,2.07,3.05,-0.22,9.24,1.2,7.18,-4.16,-1.71,1.69,5.45,26,5,58,2,19,9,58,56,32,45,4.94,18.48,-4.2,13.83,10.94,19.57,-0.88,-1.5,17.59,-9.86,50,5,56,9,7,1,6,49,5,32,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,44,-,-,-,-,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
Aditya Birla SL Nifty SDL Sep 2027 Index Fund-Reg(G),Debt : Medium Duration,46893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.74,0.71,0.94,0.81,0.88,0.41,0.54,0.68,0.67,1.03,18,12,5,2,17,9,26,19,12,4,2.41,2.12,1.89,1.83,1.15,1.81,-,-,-,-,16,2,20,10,23,25,-,-,-,-,6.77,4,5.17,6.23,5.1,5.27,6.36,11.17,7.61,13.13,0.81,0.69,0.84,0.61,0.84,0.27,0.62,0.7,0.66,0.84,2.35,1.73,1.99,1.77,1.24,1.98,1.63,1.71,2.25,-1.39,-,-,-,-,-,-,-,-,-,-,30,30,30,30,30,30,30,30,30,30,-,-,-,-,30,30,30,30,30,30
Groww Short Duration Fund-Reg(G),Debt : Short Duration,23158,5.52,2.02,2.38,6.49,5.02,7.4,6.01,8.49,9.87,8.18,24,23,20,19,16,2,7,18,1,19,0.71,0.61,0.9,0.56,0.67,0.27,0.43,0.5,0.61,0.89,24,24,7,6,24,13,24,23,11,4,2.23,1.51,1.54,1.82,1.05,0.9,1.65,1.5,1.11,-0.96,22,23,24,3,25,25,7,15,14,22,6.61,4.41,3.99,8.31,6.48,6.03,6.11,9.53,8.17,10.24,0.8,0.62,0.83,0.51,0.76,0.27,0.61,0.63,0.58,0.75,2.26,1.56,1.84,1.61,1.34,1.89,1.61,1.84,1.21,-0.47,24,23,21,21,20,19,19,19,19,19,26,26,26,26,26,26,25,25,25,25,23,23,24,24,25,25,25,25,26,26
Bandhan Nifty Smallcap 250 Index Fund-Reg(G),Equity : Index Funds,48141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.23,1.27,4.88,9.34,-1.34,10.29,-4.25,-0.48,7.15,-,104,49,47,19,102,13,99,92,14,-,7.52,18.97,2.11,-,-,-,-,-,-,-,64,19,77,-,-,-,-,-,-,-,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,-,-,-,-,-,-,-,-,-,-,136,131,125,124,120,115,113,107,105,-,-,-,-,-,-,-,-,105,115,125
Groww Dynamic Bond Fund-Reg(G),Debt : Dynamic Bond,38110,5.47,2.74,3.53,7.28,9.55,-,-,-,-,-,22,11,7,19,12,-,-,-,-,-,1.37,0.51,0.92,0.41,0.82,0.04,0.4,0.69,0.64,1.1,12,21,7,20,20,4,22,19,18,5,2.83,1.27,1.75,1.88,0.7,1.05,1.73,1.66,1.22,-0.81,19,21,22,4,21,22,4,8,14,13,6.54,3.18,3.41,9.81,8.5,5.57,3.87,13.31,6.56,14.12,1.32,0.9,0.85,0.67,1.4,-0.4,0.71,1.11,0.85,1,3.11,1.67,2.7,1.66,1.09,2.12,1.53,1.59,1.62,-0.47,22,22,21,21,21,-,-,-,-,-,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Sundaram LT Tax Adv Fund-Sr III-Reg(G),Equity : Tax Saving (ELSS),38374,50.01,6.13,69.51,16.95,-7.98,-,-,-,-,-,2,12,5,28,47,-,-,-,-,-,1.31,2.74,0.71,9.13,0.3,7.96,-4.12,-1.98,1.65,5.31,43,11,54,5,41,4,57,58,34,48,4.83,18.17,-4.47,13.01,12.28,18.76,-0.45,-1.99,17.64,-8.26,51,7,58,16,2,5,3,53,3,13,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,-,-,-,-,-,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
Groww Value Fund-Reg(G),Equity : Value / Contra,33606,30.9,2.36,25.95,14.79,-0.7,-17.12,35.07,3.29,-,-,15,19,17,10,13,14,12,11,-,-,1.79,0.53,3.55,5.29,0.63,2.41,0.59,0.27,3.07,9.79,7,18,21,20,16,20,7,20,13,3,5.96,8.51,3.96,15.54,8.55,10.79,-5.79,5.81,7.66,-8.8,18,20,19,5,8,17,19,9,20,8,34.42,5.98,36.12,16.43,2.39,-8.75,39.93,6.46,2.48,58.08,1.24,1.39,5.12,6.9,1.29,4.62,0.16,2,3.82,7.72,7.91,13.29,6.07,13.86,8.29,12.73,-3.44,5.76,11.08,-9.04,21,21,18,17,17,15,15,15,-,-,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22
Bank of India Midcap Tax Fund-Sr 2-Reg(G),Equity : Tax Saving (ELSS),39958,35.04,-6.24,45.56,27.53,8.4,-,-,-,-,-,11,51,14,7,26,-,-,-,-,-,-1.49,0.62,2.87,8.77,0.79,5.78,0.88,1.91,3,6.68,59,48,51,12,29,19,30,26,17,22,1.96,15.96,5.89,13.55,8.49,16.55,-5.96,-1.04,15.9,-12.15,58,14,16,12,14,9,53,45,9,51,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,-,-,-,-,-,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
Invesco India - Invesco Pan European Equity FoF-Reg(G),FoFs : Overseas,24619,20.48,1.57,16.62,1.56,17.21,-11.16,14.8,-0.25,0.6,-,28,6,14,23,24,20,11,20,9,-,0.13,3.71,2.82,-5.58,2.48,0.26,3.99,0.28,-2.27,4.18,54,13,14,57,34,13,14,48,36,39,6.77,-2.98,1.92,9.35,-0.95,1.26,9.85,26.96,-6.88,-11.53,22,51,43,38,13,38,21,1,37,19,23.59,-14.52,9.91,19.5,24.32,-6.48,14.52,12.34,-7.89,0.55,3.64,2.39,0.5,2.08,2.67,-1.74,3.36,3.26,-1.17,4.69,6.61,2.94,5.48,10.27,-2.69,5.18,8.56,8.67,-4.32,-13.83,55,47,31,27,26,25,25,25,25,-,58,58,58,58,58,58,57,57,57,57,51,52,54,55,56,56,57,57,58,58
Aditya Birla SL Financial Planning FOF Moderate Plan(G),FoFs : Domestic,8299,20.14,3.81,15.66,16.91,6.69,0.57,17.1,7.66,4.26,23.98,26,17,19,6,16,15,9,20,13,10,1.8,0.86,3.38,4.58,0.81,2.98,0.42,0.72,1.99,4.29,32,41,21,21,32,23,46,38,14,25,6.15,8.56,3.16,7.45,5.05,6.93,-0.46,3,5.39,-4.84,19,23,32,25,17,27,30,28,24,21,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.08,1.28,2.03,3.01,2.24,2.93,1.73,1.03,1.17,3.84,5.41,8.25,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,52,41,32,26,24,23,23,23,23,19,60,59,57,57,56,56,55,55,53,53,46,47,49,52,52,53,53,53,56,57
Groww Nifty Non-Cyclical Consumer Index Fund-Reg(G),Equity : Index Funds,48799,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.6,4.32,6.55,7.19,-,-,-,-,-,-,1,8,13,36,-,-,-,-,-,-,16.27,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,-,-,-,-,-,-,-,-,-,-,136,131,125,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125
Kotak Nifty Midcap 50 ETF,Equity : ETFs,45730,50.83,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,1.57,-0.18,6.14,8.84,1.98,4.69,-1.56,1.04,3.64,7.73,115,140,39,17,36,54,132,117,40,97,7.62,16.21,3.08,13.37,14.87,19.72,-3.25,5.01,14.38,-10.69,90,26,77,40,8,7,47,61,34,74,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,122,-,-,-,-,-,-,-,-,-,161,157,154,151,149,149,147,145,141,141,103,103,117,122,129,129,138,141,149,154
Aditya Birla SL Nifty Healthcare ETF,Equity : ETFs,45695,33.82,-10.15,-,-,-,-,-,-,-,-,31,78,-,-,-,-,-,-,-,-,1.68,5.63,9.51,6.61,-1.51,-0.71,0.89,4.81,7.93,3.37,112,5,16,96,130,126,98,27,8,136,17.62,4.25,14.14,9.45,9.2,17.25,-4.51,-2.57,9.77,-11.27,6,144,11,111,20,15,71,106,48,86,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,122,93,-,-,-,-,-,-,-,-,161,157,154,151,149,149,147,145,141,141,103,103,117,122,129,129,138,141,149,154
PGIM India Overnight Fund-Reg(G),Debt : Overnight,24529,6.59,4.65,3.18,3.46,-,-,-,-,-,-,21,4,2,3,-,-,-,-,-,-,0.53,0.54,0.53,0.55,0.56,0.53,0.55,0.51,0.56,0.56,11,3,21,2,5,25,27,17,9,15,1.61,1.64,1.64,1.68,1.63,1.61,1.51,1.49,1.28,0.98,9,3,17,14,9,7,28,7,2,11,6.6,4.61,3.11,3.33,5.6,6.06,5.58,7.37,7.72,8.45,0.52,0.53,0.53,0.53,0.55,0.53,0.55,0.51,0.56,0.56,1.59,1.61,1.64,1.68,1.62,1.59,1.54,1.48,1.26,0.98,31,27,27,25,-,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,28,28,29,31,32,32,34,35,35,35
SBI FMP-54-1842D-Reg(G),Debt : FTP/FMP,46004,6.99,2.4,-,-,-,-,-,-,-,-,42,28,-,-,-,-,-,-,-,-,0.7,0.76,0.79,0.81,0.8,0.45,0.59,0.71,0.68,0.87,54,10,63,2,20,56,68,23,16,38,2.27,2.08,2,1.82,1.22,2.02,1.76,2.08,1.82,-2.28,25,3,17,59,67,30,34,13,10,38,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.68,0.64,0.81,0.64,0.74,0.45,0.62,0.65,0.66,0.85,2.15,1.83,1.94,1.85,1.35,1.98,1.7,1.93,1.63,-1.35,69,40,-,-,-,-,-,-,-,-,94,94,94,94,94,94,92,92,92,91,49,49,56,69,90,90,91,92,94,94
Navi Conservative Hybrid Fund-Reg(G),Hybrid : Debt Oriented (Conservative),11886,7.24,3.03,5.97,5.01,7.1,3.04,7.7,7.88,6.7,12.99,19,12,18,17,10,6,17,16,6,17,0.78,0.77,1.32,1.41,0.22,0.47,0.25,0.75,1.74,1.36,17,15,14,17,19,14,18,17,2,19,2.9,2.11,2.77,2.49,1.85,3.04,-0.3,1.87,2.56,-1.52,17,19,8,19,13,16,18,14,15,5,10.74,4.36,10.03,9.19,6.06,1.04,10.67,9.7,6.03,19.96,1.16,0.94,1.58,2.04,0.93,0.82,0.64,0.99,0.91,2.15,3.73,3.84,2.57,3.71,2.23,4.09,0.34,2.05,3.35,-2.49,19,19,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Bank of India Arbitrage Fund-Reg(G),Hybrid : Arbitrage,39384,6.26,2.98,2.22,3.19,5.25,-,-,-,-,-,23,23,24,19,18,-,-,-,-,-,0.52,0.56,0.53,0.61,0.53,0.6,0.55,0.47,0.73,0.48,4,11,23,19,25,22,24,23,25,25,1.62,1.75,1.76,1.45,1.69,1.54,1.43,1.04,0.58,0.79,20,23,25,24,23,23,22,22,23,22,6.94,3.96,3.44,3.95,5.89,5.62,5.55,6.57,7.61,8.37,0.49,0.56,0.57,0.62,0.57,0.65,0.6,0.55,0.82,0.58,1.62,1.85,1.98,1.57,1.86,1.73,1.6,1.32,0.81,0.98,24,24,24,22,19,-,-,-,-,-,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,24,25,26,26,26
DSP Gold ETF FoF-Reg(G),Gold : MFs,48322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.32,3.81,-3.58,-0.88,0.5,7.23,6.75,-0.71,-0.86,0.73,15,1,12,8,9,16,13,4,6,9,4.41,6.81,5.08,-,-,-,-,-,-,-,10,16,11,-,-,-,-,-,-,-,12.95,12.43,-5.14,26.54,22.35,6.8,1.86,11.36,-8.71,-8.88,4.95,2.98,-3.71,-1.48,3.32,7.78,7.01,-1.38,-1.15,0.09,4.06,9.65,4.34,7.42,0.72,-3.62,8.13,9.27,-1.4,-0.84,-,-,-,-,-,-,-,-,-,-,16,16,16,16,16,16,16,16,16,16,-,-,-,-,-,-,-,16,16,16
ICICI Pru Nifty Oil & Gas ETF,Equity : ETFs,33836,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.09,1.76,-,-,-,-,-,-,-,-,155,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-,-,-,-,-,-,-,-,-,-,161,157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bandhan Nifty Total Market Index Fund-Reg(G),Equity : Index Funds,48651,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.07,0.94,-,-,-,-,-,-,-,-,80,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,-,-,-,-,-,-,-,-,-,-,136,131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HSBC Global Emerging Markets Fund(G),FoFs : Overseas,4314,4.77,-15.13,-3.94,26.38,23.54,-10.32,26.52,14.38,-14.81,0.38,47,25,26,8,11,17,4,6,20,10,5.63,1.76,-2.57,6.31,0.81,0.12,5.61,3.75,-4.98,3.88,12,38,48,10,47,14,6,28,46,42,4.72,7.31,4.12,5.05,-4.23,2.34,1.74,7.95,-11.49,-8.61,30,15,34,48,43,34,49,29,48,10,23.59,-14.52,9.91,19.5,24.32,-6.48,14.52,12.34,-7.89,0.55,3.64,2.39,0.5,2.08,2.67,-1.74,3.36,3.26,-1.17,4.69,6.61,2.94,5.48,10.27,-2.69,5.18,8.56,8.67,-4.32,-13.83,55,47,31,27,26,25,25,25,25,18,58,58,58,58,58,58,57,57,57,57,51,52,54,55,56,56,57,57,58,58
Sundaram LT Micro Cap Tax Adv Fund-Sr V-Reg(G),Equity : Tax Saving (ELSS),36903,46.89,2.78,75.97,18.6,-12.22,-25.6,-,-,-,-,6,29,2,21,49,41,-,-,-,-,2.06,2.84,0.22,9.48,1.14,7.43,-4.05,-1.31,1.34,5.75,27,9,57,1,20,6,56,54,41,39,5.19,18.95,-4.03,12.92,11.63,18.87,-1.97,-1.93,17.16,-10.67,47,2,55,17,5,4,11,51,7,42,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,44,-,-,-,-,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
SBI NIFTY 1D Rate ETF,Debt : ETFs,48244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.51,0.52,0.51,0.53,0.51,0.52,0.49,0.54,0.54,26,23,26,14,22,6,24,17,18,19,1.54,1.55,1.56,-,-,-,-,-,-,-,25,18,18,-,-,-,-,-,-,-,7.18,2.45,3.11,7.53,7.78,6.58,1.94,10.71,7.02,7.85,0.91,0.76,0.94,0.53,0.94,0.09,0.69,0.64,0.61,0.9,2.61,1.57,1.9,1.78,1.23,2.36,1.63,1.92,1.65,-1.57,-,-,-,-,-,-,-,-,-,-,30,29,27,27,26,26,25,25,22,22,-,-,-,-,-,-,-,22,26,27
Aditya Birla SL Inv Inc-QS I-Reg(G),Debt : FTP/FMP,466,7.18,5.72,3.88,3.2,6.19,7.65,6.65,6.35,7.56,9.18,15,1,8,12,8,3,4,12,12,4,0.6,0.52,0.58,0.58,0.58,0.64,0.68,0.58,0.67,0.57,81,85,85,78,87,5,11,58,23,82,1.71,1.8,1.94,1.79,1.73,1.68,1.8,1.69,1.34,1.83,84,57,35,65,4,84,23,46,35,1,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.68,0.64,0.81,0.64,0.74,0.45,0.62,0.65,0.66,0.85,2.15,1.83,1.94,1.85,1.35,1.98,1.7,1.93,1.63,-1.35,69,40,18,17,12,12,12,12,12,12,94,94,94,94,94,94,92,92,92,91,49,49,56,69,90,90,91,92,94,94
Motilal Oswal Developed Market Ex US ETFs FoF-Reg(G),FoFs : Overseas,48142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.77,3.25,3,-2.27,4.9,-3.22,3.85,2.67,-1.45,4.67,45,15,13,48,9,38,17,38,32,32,7.17,-0.78,5.08,10.14,-,-,-,-,-,-,20,45,32,34,-,-,-,-,-,-,23.59,-14.52,9.91,19.5,24.32,-6.48,14.52,12.34,-7.89,0.55,3.64,2.39,0.5,2.08,2.67,-1.74,3.36,3.26,-1.17,4.69,6.61,2.94,5.48,10.27,-2.69,5.18,8.56,8.67,-4.32,-13.83,-,-,-,-,-,-,-,-,-,-,58,58,58,58,58,58,57,57,57,57,-,-,-,-,-,-,57,57,58,58
