MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
SBI FMP-76-1221D-Reg(G),2023-01-24,47541,0.44,2.72,4.86,0.15,0.73,7.76,0.03,0.17,0.31,0.15,0.0,0.03,24,83,83,37,88,83,CRISIL Medium Duration Debt Index,SBI FMP-76-1221D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
HDFC FMP-Sr 46-1158D-July 2022-Reg(G),2022-07-26,46672,0.46,8.03,18.8,0.11,3.25,33.92,0.03,0.51,1.18,0.11,0.01,0.13,28,15,12,24,26,18,CRISIL Medium Duration Debt Index,HDFC FMP-Sr 46-1158D-July 2022-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Mahindra Manulife Overnight Fund-Reg(G),2019-07-23,42560,0.01,35.68,2.18,0.0,0.3,1013.34,0.0,2.25,0.14,0.0,0.0,4.02,4,9,23,28,25,16,CRISIL Liquid Overnight Index,Mahindra Manulife Overnight Fund-Reg(G),0.04,24.86,4.05,0.0,0.47,424.97,35
ITI Ultra Short Duration Fund-Reg(G),2021-05-05,45498,0.27,9.36,19.07,0.03,2.47,99.67,0.02,0.59,1.2,0.03,0.01,0.4,3,19,21,24,21,24,CRISIL Ultra Short Term Debt Index,ITI Ultra Short Duration Fund-Reg(G),0.3,10.08,20.95,0.01,2.94,202.13,24
Bandhan Nifty 100 Index Fund-Reg(G),2022-02-24,46119,14.09,1.83,2.71,1.02,5.95,25.23,0.89,0.12,0.17,1.02,0.02,0.1,39,53,51,68,69,70,NIFTY 100 - TRI,Bandhan Nifty 100 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
TRUSTMF Short Duration Fund-Reg(G),2021-08-06,45652,0.68,4.9,9.32,0.29,2.17,11.34,0.04,0.31,0.59,0.29,0.01,0.04,14,22,24,6,20,16,CRISIL Short Duration Debt Index,TRUSTMF Short Duration Fund-Reg(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
Union Retirement Fund-Reg(G),2022-09-22,45735,14.5,1.82,2.59,2.27,17.56,11.62,0.91,0.11,0.16,2.27,0.07,0.05,34,33,35,36,12,23,BSE 500 - TRI,Union Retirement Fund-Reg(G),9.32,2.27,3.54,1.66,13.4,12.58,39
Aditya Birla SL CRISIL IBX SDL Jun 2032 Index Fund-Reg(G),2023-02-14,47592,1.86,3.22,6.68,0.76,3.02,7.91,0.12,0.2,0.42,0.76,0.01,0.03,6,9,5,5,5,5,CRISIL IBX SDL Index - June 2032,Aditya Birla SL CRISIL IBX SDL Jun 2032 Index Fund-Reg(G),2.35,3.06,5.79,1.2,2.35,6.34,20
LIC MF Focused Fund-Reg(G),2017-11-17,32627,13.55,1.54,2.42,0.83,4.71,25.3,0.85,0.1,0.15,0.83,0.02,0.1,16,35,31,2,30,27,NIFTY 500 - TRI,LIC MF Focused Fund-Reg(G),13.97,1.94,2.92,0.95,8.37,28.52,36
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund-Reg(G),2023-02-15,47430,0.69,6.13,13.54,0.3,3.02,13.91,0.04,0.39,0.85,0.3,0.01,0.06,16,4,2,9,4,4,CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund-Reg(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
ICICI Pru India Equity (FOF)(G),2020-02-25,44626,12.35,2.81,4.2,1.88,27.27,18.47,0.78,0.18,0.26,1.88,0.11,0.07,40,12,18,43,6,16,BSE 500 - TRI,ICICI Pru India Equity (FOF)(G),9.35,2.39,3.9,1.27,14.96,16.81,53
Motilal Oswal Quant Fund-Reg(G),2024-06-06,48806,,,,,,,,,,,,,,,,,,,NIFTY 200 - TRI,Motilal Oswal Quant Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
DSP Nifty Smallcap250 Quality 50 Index Fund-Reg(G),2023-12-26,48377,,,,,,,,,,,,,,,,,,,Nifty Smallcap250 Quality 50 - TRI,DSP Nifty Smallcap250 Quality 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
SBI FMP-74-1243D-Reg(G),2023-01-03,47381,0.47,3.07,5.81,0.11,1.11,13.53,0.03,0.19,0.37,0.11,0.0,0.05,30,80,80,21,71,59,CRISIL Medium Duration Debt Index,SBI FMP-74-1243D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
ICICI Pru Nifty Healthcare ETF,2021-05-18,45383,14.24,3.02,5.58,0.45,34.27,94.75,0.9,0.19,0.35,0.45,0.14,0.38,64,3,3,6,6,6,Nifty Healthcare Index - TRI,ICICI Pru Nifty Healthcare ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
LIC MF Gold ETF,2011-11-09,15131,14.43,1.47,2.11,0.27,20.16,79.35,0.91,0.09,0.13,0.27,0.08,0.31,13,13,20,3,11,3,Gold-India,LIC MF Gold ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Franklin India G-Sec Fund(G),2001-12-07,3373,1.11,3.27,6.19,0.51,1.64,7.16,0.07,0.21,0.39,0.51,0.01,0.03,9,13,12,8,17,10,Nifty All Duration G-Sec Index,Franklin India G-Sec Fund(G),1.92,3.29,6.51,0.98,1.67,6.84,35
HDFC FMP-Sr 47-2638D-Feb 2023-Reg(G),2023-02-23,47642,1.74,3.57,6.85,0.86,2.82,7.21,0.11,0.22,0.43,0.86,0.01,0.03,90,62,56,90,52,87,NIFTY Long Duration Debt Index,HDFC FMP-Sr 47-2638D-Feb 2023-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Bandhan US Treasury Bond 0-1 year FoF-Reg(G),2023-03-28,47724,1.48,1.57,3.18,-0.31,3.43,-7.56,0.09,0.1,0.2,-0.31,0.01,-0.03,1,39,29,1,53,56,ICE 0-1 Year US Treasury Securities Index,Bandhan US Treasury Bond 0-1 year FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Aditya Birla SL Long Duration Fund-Reg(G),2022-08-08,46711,2.56,2.9,5.38,1.42,1.84,5.22,0.16,0.18,0.34,1.42,0.01,0.02,13,12,12,15,15,14,NIFTY Long Duration Debt Index,Aditya Birla SL Long Duration Fund-Reg(G),2.35,3.06,5.79,1.2,2.35,6.34,20
Nippon India Nifty IT Index Fund-Reg(G),2024-02-22,48568,,,,,,,,,,,,,,,,,,,NIFTY IT - TRI,Nippon India Nifty IT Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
WOC Balanced Hybrid Fund-Reg(G),2023-10-27,48213,7.99,2.23,3.27,1.43,12.15,12.42,0.5,0.14,0.21,1.43,0.05,0.05,14,13,11,15,14,16,CRISIL Hybrid 50+50 - Moderate Index,WOC Balanced Hybrid Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
DSP Global Clean Energy FoF-Reg(G),2009-08-14,7866,17.74,0.93,1.64,2.9,4.66,5.7,1.12,0.06,0.1,2.9,0.02,0.02,39,50,49,53,52,51,MSCI ACWI IMI Clean Energy Infrastructure Index,DSP Global Clean Energy FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
DSP World Mining FoF-Reg(G),2009-12-29,8359,22.33,0.72,1.27,2.57,5.62,6.27,1.41,0.05,0.08,2.57,0.02,0.02,53,53,54,50,50,49,MSCI ACWI Metals & Mining 30% Buffer 10/40 (1994) Net TRI,DSP World Mining FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Invesco India Credit Risk Fund(G),2014-09-04,21522,0.77,4.41,8.62,0.37,1.94,9.2,0.05,0.28,0.54,0.37,0.01,0.04,9,10,10,14,14,13,NIFTY Credit Risk Bond Index,Invesco India Credit Risk Fund(G),1.04,5.0,10.9,0.29,3.04,-6.19,15
Bandhan Nifty200 Momentum 30 Index Fund-Reg(G),2022-09-02,46608,21.53,1.92,2.82,1.21,17.99,34.32,1.36,0.12,0.18,1.21,0.07,0.14,96,36,41,97,27,37,Nifty200 Momentum 30 - TRI,Bandhan Nifty200 Momentum 30 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Axis All Seasons Debt FOFs-Reg(G),2020-01-28,43840,2.04,2.7,4.59,1.1,1.23,5.01,0.13,0.17,0.29,1.1,0.0,0.02,5,17,13,23,53,52,NIFTY Composite Debt Index,Axis All Seasons Debt FOFs-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
Mirae Asset Nifty EV and New Age Automotive ETF,2024-07-10,48935,,,,,,,,,,,,,,,,,,,Nifty EV and New Age Automotive - TRI,Mirae Asset Nifty EV and New Age Automotive ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
HSBC Nifty Next 50 Index Fund-Reg(G),2020-04-15,33548,19.78,2.3,3.32,1.14,23.08,39.82,1.25,0.14,0.21,1.14,0.09,0.16,82,13,18,89,8,14,NIFTY NEXT 50 - TRI,HSBC Nifty Next 50 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Taurus Mid Cap Fund-Reg(G),1994-09-05,3306,19.57,1.14,1.57,1.06,1.56,21.07,1.23,0.07,0.1,1.06,0.01,0.08,30,30,30,29,30,30,Nifty Midcap 150 - TRI,Taurus Mid Cap Fund-Reg(G),16.4,2.13,3.17,0.92,16.88,38.14,30
HDFC Silver ETF FoF-Reg(G),2022-10-28,46465,22.06,1.24,2.28,1.67,20.92,16.38,1.39,0.08,0.14,1.67,0.08,0.06,15,14,14,13,2,13,Silver,HDFC Silver ETF FoF-Reg(G),14.31,1.62,2.81,0.83,19.12,42.85,15
Tata Nifty India Digital ETF,2022-03-31,45944,16.81,2.21,4.03,0.89,19.83,41.96,1.06,0.14,0.25,0.89,0.08,0.17,74,31,19,38,29,24,Nifty India Digital  - TRI,Tata Nifty India Digital ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
UTI Nifty Private Bank Index Fund-Reg(G),2024-09-20,49146,,,,,,,,,,,,,,,,,,,Nifty Private Bank - TRI,UTI Nifty Private Bank Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Shriram Flexi Cap Fund-Reg(G),2018-09-28,38781,18.27,1.52,2.13,1.09,6.4,25.45,1.15,0.1,0.13,1.09,0.03,0.1,44,43,43,43,34,39,NIFTY 500 - TRI,Shriram Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
SBI FMP-47-1434D-Reg(G),2021-07-23,45660,0.25,4.2,6.29,0.04,0.93,26.61,0.02,0.26,0.4,0.04,0.0,0.11,6,55,70,15,80,21,CRISIL Medium Duration Debt Index,SBI FMP-47-1434D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Mirae Asset Dynamic Bond Fund-Reg(G),2017-03-24,36556,0.58,6.13,13.3,0.22,2.67,16.25,0.04,0.39,0.84,0.22,0.01,0.06,2,2,2,2,4,2,CRISIL Dynamic Bond Index,Mirae Asset Dynamic Bond Fund-Reg(G),1.84,3.3,6.1,0.93,1.59,13.86,22
Bank of India Balanced Advantage Fund-Reg(G),2014-03-14,21917,11.57,1.53,2.19,1.84,10.58,9.63,0.73,0.1,0.14,1.84,0.04,0.04,26,26,25,24,20,25,NIFTY 50 Hybrid Composite Debt 50:50 Index,Bank of India Balanced Advantage Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
Axis Silver ETF,2022-09-21,46369,25.95,1.09,1.91,1.91,20.92,14.77,1.64,0.07,0.12,1.91,0.08,0.06,21,22,22,17,6,17,Silver,Axis Silver ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Motilal Oswal BSE Enhanced Value ETF,2022-08-22,46740,26.12,1.86,2.62,1.44,20.92,33.64,1.65,0.12,0.17,1.44,0.08,0.13,135,69,84,132,21,62,BSE Enhanced Value Index - TRI,Motilal Oswal BSE Enhanced Value ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
LIC MF Arbitrage Fund-Reg(G),2019-01-25,39948,0.93,2.94,6.4,-0.14,3.3,-19.03,0.06,0.18,0.4,-0.14,0.01,-0.08,1,17,16,4,21,3,Nifty 50 Arbitrage,LIC MF Arbitrage Fund-Reg(G),1.02,3.0,6.67,-0.12,3.56,-23.43,25
Mirae Asset Nifty 100 ESG Sector Leaders ETF,2020-11-18,45134,13.6,1.81,2.8,0.99,5.62,24.8,0.86,0.11,0.18,0.99,0.02,0.1,51,74,71,55,91,85,Nifty100 ESG Sector Leaders - TRI,Mirae Asset Nifty 100 ESG Sector Leaders ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Canara Rob Corp Bond Fund-Reg(G),2014-02-07,23504,0.61,5.97,12.51,0.28,2.57,13.31,0.04,0.38,0.79,0.28,0.01,0.05,4,5,5,5,16,6,CRISIL Corporate Bond Index,Canara Rob Corp Bond Fund-Reg(G),0.74,5.68,10.98,0.34,2.81,12.74,21
Quantum Equity FoF-Reg(G),2009-07-20,19904,13.4,2.11,3.06,2.19,19.83,12.93,0.84,0.13,0.19,2.19,0.08,0.05,43,36,37,49,15,38,BSE 200 - TRI,Quantum Equity FoF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
Mirae Asset Nifty IT ETF,2023-10-20,48250,19.41,1.65,3.29,0.74,17.92,43.32,1.22,0.1,0.21,0.74,0.07,0.17,111,97,49,31,39,12,NIFTY IT - TRI,Mirae Asset Nifty IT ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Axis NIFTY IT Index Fund-Reg(G),2023-07-14,47983,19.36,1.6,3.17,0.74,16.56,41.73,1.22,0.1,0.2,0.74,0.07,0.17,65,89,25,6,34,5,NIFTY IT - TRI,Axis NIFTY IT Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Axis BSE Sensex ETF,2023-03-24,47768,13.35,1.55,2.41,0.99,1.84,20.89,0.84,0.1,0.15,0.99,0.01,0.08,23,115,115,59,116,113,BSE SENSEX - TRI,Axis BSE Sensex ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
HSBC Conservative Hybrid Fund(G),2004-02-24,1458,4.91,2.55,3.97,1.3,7.38,9.6,0.31,0.16,0.25,1.3,0.03,0.04,18,13,12,18,8,15,NIFTY 50 Hybrid Composite Debt 15:85 Index,HSBC Conservative Hybrid Fund(G),3.55,2.72,4.23,0.82,6.28,12.7,19
Groww Largecap Fund-Reg(G),2012-02-10,15997,14.6,1.77,2.66,1.03,5.77,25.2,0.92,0.11,0.17,1.03,0.02,0.1,26,28,25,32,27,29,NIFTY 100 - TRI,Groww Largecap Fund-Reg(G),13.97,1.94,2.92,0.95,8.37,28.52,36
LIC MF Value Fund-Reg(G),2018-08-20,39956,15.77,1.96,2.84,1.01,11.26,30.79,0.99,0.12,0.18,1.01,0.04,0.12,14,17,16,13,16,17,NIFTY 500 - TRI,LIC MF Value Fund-Reg(G),15.48,2.22,3.26,0.98,14.56,35.09,22
SBI FMP-52-1848D-Reg(G),2021-09-28,45915,0.49,3.32,6.57,0.14,1.18,11.49,0.03,0.21,0.41,0.14,0.0,0.05,34,67,60,32,65,67,CRISIL Medium to Long Term Debt Index,SBI FMP-52-1848D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Quantum Gold Saving Fund-Reg(G),2011-05-19,19961,11.79,1.8,3.13,0.74,18.35,28.5,0.74,0.11,0.2,0.74,0.07,0.11,2,2,1,9,12,9,Gold-India,Quantum Gold Saving Fund-Reg(G),14.31,1.62,2.81,0.83,19.12,42.85,15
ICICI Pru BSE 500 ETF FOF-Reg(G),2021-12-01,45726,12.61,2.17,3.24,2.55,17.49,10.71,0.79,0.14,0.2,2.55,0.07,0.04,41,33,33,52,21,47,BSE 500 - TRI,ICICI Pru BSE 500 ETF FOF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
Nippon India Nifty Bank Index Fund-Reg(G),2024-02-22,48148,,,,,,,,,,,,,,,,,,,NIFTY BANK - TRI,Nippon India Nifty Bank Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
ICICI Pru FMP-88-1226D-F(G),2022-12-08,47232,0.74,5.53,12.06,0.26,3.07,15.57,0.05,0.35,0.76,0.26,0.01,0.06,70,45,45,68,34,46,CRISIL Medium Duration Debt Index,ICICI Pru FMP-88-1226D-F(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Union Equity Savings Fund-Reg(G),2018-08-09,40627,4.75,1.89,2.75,0.78,5.97,11.54,0.3,0.12,0.17,0.78,0.02,0.05,13,46,46,15,46,43,Crisil Equity Savings Index,Union Equity Savings Fund-Reg(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),2024-04-26,48782,,,,,,,,,,,,,,,,,,,Nifty500 Multicap India Manufacturing 50:30:20 - TRI,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
SBI FMP-46-1850D-Reg(G),2021-07-07,45620,0.45,3.24,6.35,0.13,1.06,10.94,0.03,0.2,0.4,0.13,0.0,0.04,27,72,68,31,74,71,CRISIL Medium to Long Term Debt Index,SBI FMP-46-1850D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
JM Short Duration Fund-Reg(G),2022-08-29,46751,0.63,5.19,10.43,0.28,2.17,11.77,0.04,0.33,0.66,0.28,0.01,0.05,2,20,21,3,21,12,CRISIL Short Duration Debt Index,JM Short Duration Fund-Reg(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
ICICI Pru Global Stable Equity Fund(FOF)(G),2013-09-13,16718,9.7,1.8,3.15,1.39,12.25,12.6,0.61,0.11,0.2,1.39,0.05,0.05,3,30,32,33,45,39,MSCI World,ICICI Pru Global Stable Equity Fund(FOF)(G),16.21,1.74,3.0,1.48,21.41,18.29,57
UTI Gold ETF FoF-Reg(G),2022-10-28,47003,11.91,1.78,3.09,0.66,18.62,32.21,0.75,0.11,0.19,0.66,0.07,0.13,3,3,4,7,10,7,Gold-India,UTI Gold ETF FoF-Reg(G),14.31,1.62,2.81,0.83,19.12,42.85,15
Invesco India Gold ETF,2010-03-19,8505,12.97,1.6,2.5,0.3,19.58,69.38,0.82,0.1,0.16,0.3,0.08,0.28,11,11,11,5,16,5,Gold-India,Invesco India Gold ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Axis Nifty Bank Index Fund-Reg(G),2024-05-24,48680,,,,,,,,,,,,,,,,,,,NIFTY BANK - TRI,Axis Nifty Bank Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Samco ELSS Tax Saver Fund-Reg(G),2022-12-22,46606,16.14,0.92,1.34,0.81,-1.01,18.35,1.02,0.06,0.08,0.81,0.0,0.07,47,59,59,11,59,59,NIFTY 500 - TRI,Samco ELSS Tax Saver Fund-Reg(G),14.61,1.97,2.91,0.91,10.82,31.54,59
SBI Nifty 200 Quality 30 ETF,2018-12-10,41015,12.63,2.15,3.59,0.73,13.43,37.47,0.8,0.14,0.23,0.73,0.05,0.15,15,38,26,22,70,47,NIFTY200 Quality 30 - TRI,SBI Nifty 200 Quality 30 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Helios Financial Services Fund-Reg(G),2024-06-24,48897,,,,,,,,,,,,,,,,,,,Nifty Financial Services - TRI,Helios Financial Services Fund-Reg(G),16.48,1.3,1.9,1.05,0.82,20.43,17
Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),2022-01-31,46053,15.78,2.44,3.66,2.2,30.09,17.56,0.99,0.15,0.23,2.2,0.12,0.07,46,24,28,50,3,19,Nifty India Manufacturing - TRI,Mirae Asset Nifty India Manufacturing ETF FoF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
SBI Magnum Childrens Benefit Fund-Savings Plan,2002-01-28,2748,4.04,3.78,6.66,0.7,12.52,21.75,0.25,0.24,0.42,0.7,0.05,0.09,6,2,3,4,21,1,NIFTY 50 Hybrid Composite Debt 15:85 Index,SBI Magnum Childrens Benefit Fund-Savings Plan,9.32,2.27,3.54,1.66,13.4,12.58,39
Canara Rob Gilt Fund-Reg(G),1999-12-29,538,2.37,2.5,4.4,1.27,0.93,4.69,0.15,0.16,0.28,1.27,0.0,0.02,22,27,28,22,29,25,CRISIL Dynamic Gilt Index,Canara Rob Gilt Fund-Reg(G),1.92,3.29,6.51,0.98,1.67,6.84,35
DSP FMP 268-1281D-Reg(G),2022-11-24,47124,0.66,6.35,14.73,0.15,3.63,28.17,0.04,0.4,0.93,0.15,0.01,0.11,57,30,34,33,15,20,CRISIL Medium Duration Debt Index,DSP FMP 268-1281D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
UTI Silver ETF,2023-04-17,46881,23.11,1.25,2.23,1.28,24.02,22.6,1.46,0.08,0.14,1.28,0.1,0.09,19,18,19,14,2,14,Silver,UTI Silver ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Kotak Nifty SDL Jul 2026 Index Fund-Reg(G),2022-12-22,46729,0.65,6.59,16.28,0.18,3.6,23.76,0.04,0.42,1.03,0.18,0.01,0.09,5,6,3,2,13,3,Nifty SDL Jul 2026 Index,Kotak Nifty SDL Jul 2026 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
SBI FMP-78-1170D-Reg(G),2023-02-21,47638,0.37,3.28,5.79,0.11,0.86,10.66,0.02,0.21,0.36,0.11,0.0,0.04,20,68,81,25,83,72,CRISIL Medium Duration Debt Index,SBI FMP-78-1170D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
HDFC NIFTY Realty Index Fund-Reg(G),2024-03-26,48654,,,,,,,,,,,,,,,,,,,NIFTY REALTY - TRI,HDFC NIFTY Realty Index Fund-Reg(G),16.72,1.86,2.81,1.05,11.36,31.35,102
Tata Nifty G-Sec Dec 2026 Index Fund-Reg(G),2023-01-16,47436,0.75,5.41,12.0,0.29,2.92,13.89,0.05,0.34,0.76,0.29,0.01,0.06,11,13,13,11,14,12,Nifty G-sec Dec 2026 Index,Tata Nifty G-Sec Dec 2026 Index Fund-Reg(G),0.83,5.57,12.1,0.35,2.85,18.32,30
Canara Rob Income Fund-Reg(G),2002-09-19,542,1.87,2.41,4.36,0.99,0.6,4.56,0.12,0.15,0.27,0.99,0.0,0.02,45,50,50,45,51,51,CRISIL Medium to Long Term Debt Index,Canara Rob Income Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
ICICI Pru Debt Mgmt Fund(FOF)(G),2003-12-18,1707,0.91,4.75,8.45,0.44,2.57,9.83,0.06,0.3,0.53,0.44,0.01,0.04,2,2,2,10,50,49,CRISIL Composite Bond Index,ICICI Pru Debt Mgmt Fund(FOF)(G),9.35,2.39,3.9,1.27,14.96,16.81,53
SBI Nifty IT ETF,2020-10-19,45110,19.34,1.64,3.25,0.74,17.59,42.69,1.22,0.1,0.2,0.74,0.07,0.17,108,103,54,33,44,22,NIFTY IT - TRI,SBI Nifty IT ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
ICICI Pru Retirement Fund-Pure Debt Plan(G),2019-02-27,25670,0.8,4.21,8.01,0.34,2.02,9.75,0.05,0.27,0.5,0.34,0.01,0.04,2,1,2,2,38,34,NIFTY Composite Debt Index,ICICI Pru Retirement Fund-Pure Debt Plan(G),9.32,2.27,3.54,1.66,13.4,12.58,39
Nippon India ETF Nifty India Consumption,2014-04-10,17478,12.53,2.46,4.56,0.71,17.21,43.29,0.79,0.15,0.29,0.71,0.07,0.17,12,15,8,17,50,13,Nifty India Consumption - TRI,Nippon India ETF Nifty India Consumption,16.6,1.82,2.93,1.1,11.73,34.92,141
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Reg(G),2023-03-06,47629,1.04,4.52,9.7,0.49,2.77,9.55,0.07,0.28,0.61,0.49,0.01,0.04,29,31,30,36,36,36,Nifty G-Sec Oct 2028 Index,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
JM Overnight Fund-Reg(G),2019-12-03,44156,0.01,29.24,2.04,0.0,0.28,-2140.61,0.0,1.84,0.13,0.0,0.0,-8.49,12,17,32,11,30,33,CRISIL Liquid Overnight Index,JM Overnight Fund-Reg(G),0.04,24.86,4.05,0.0,0.47,424.97,35
Aditya Birla SL Retirement Fund-40-Reg(G),2019-03-11,42770,10.29,1.99,2.87,1.73,13.81,11.84,0.65,0.13,0.18,1.73,0.05,0.05,22,25,26,23,16,22,CRISIL Hybrid 35+65 - Aggressive Index,Aditya Birla SL Retirement Fund-40-Reg(G),9.32,2.27,3.54,1.66,13.4,12.58,39
Bandhan Conservative Hybrid Fund-Reg(G),2010-02-25,8465,3.68,2.19,3.65,0.69,5.39,11.72,0.23,0.14,0.23,0.69,0.02,0.05,13,17,15,7,13,11,NIFTY AAA Short Duration Bond Index,Bandhan Conservative Hybrid Fund-Reg(G),3.55,2.72,4.23,0.82,6.28,12.7,19
Nippon India Strategic Debt Fund(G),2014-06-26,21911,0.82,5.4,11.37,0.42,2.77,10.61,0.05,0.34,0.72,0.42,0.01,0.04,14,14,14,18,19,19,CRISIL Medium Duration Debt Index,Nippon India Strategic Debt Fund(G),0.83,5.57,12.1,0.35,2.85,18.32,30
PGIM India Gilt Fund(G),2008-10-27,7012,2.54,2.29,4.14,1.36,0.45,4.28,0.16,0.14,0.26,1.36,0.0,0.02,28,32,32,30,32,32,CRISIL Dynamic Gilt Index,PGIM India Gilt Fund(G),1.92,3.29,6.51,0.98,1.67,6.84,35
SBI FMP-50-1843D-Reg(G),2021-09-07,45842,0.48,3.25,6.35,0.16,1.08,9.88,0.03,0.2,0.4,0.16,0.0,0.04,32,70,67,42,72,76,CRISIL Medium to Long Term Debt Index,SBI FMP-50-1843D-Reg(G),0.62,5.43,11.49,0.19,2.44,98.12,91
Edelweiss US Value Equity Offshore Fund-Reg(G),2013-08-07,21920,10.79,2.43,4.2,1.21,21.72,21.72,0.68,0.15,0.26,1.21,0.09,0.09,5,6,6,29,29,25,Russell 1000 Index,Edelweiss US Value Equity Offshore Fund-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Motilal Oswal Gold and Silver ETFs FoF-Reg(G),2022-10-13,17788,14.21,1.58,2.74,1.22,17.72,18.42,0.9,0.1,0.17,1.22,0.07,0.07,12,12,11,12,14,12,Gold-India,Motilal Oswal Gold and Silver ETFs FoF-Reg(G),14.31,1.62,2.81,0.83,19.12,42.85,15
Baroda BNP Paribas NIFTY SDL Dec 2026 Index Fund-Reg(G),2023-01-25,47387,0.81,5.64,13.54,0.24,3.63,19.0,0.05,0.36,0.85,0.24,0.01,0.08,14,17,11,10,10,11,NIFTY SDL December 2026 Index,Baroda BNP Paribas NIFTY SDL Dec 2026 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
Bank of India Credit Risk Fund-Reg(G),2015-02-27,30390,1.18,1.8,5.67,-0.01,2.17,-330.17,0.07,0.11,0.36,-0.01,0.01,-1.31,12,15,13,1,11,15,CRISIL Credit Risk Debt Index,Bank of India Credit Risk Fund-Reg(G),1.04,5.0,10.9,0.29,3.04,-6.19,15
