MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
ICICI Pru FMP-88-1226D-F(G),47232,ICICI Prudential Mutual Fund,0.52,1.69,3.82,6.63,CRISIL Medium Duration Debt Index,,,,2.51,76,83,65,51,70,,,,ICICI Pru FMP-88-1226D-F(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Bandhan Nifty 100 Index Fund-Reg(G),46119,Bandhan Mutual Fund,-2.43,2.35,17.27,26.35,NIFTY 100 - TRI,,,,3.94,64,64,39,59,60,,,,Bandhan Nifty 100 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Canara Rob Income Fund-Reg(G),542,Canara Robeco Mutual Fund,0.56,1.15,3.69,4.86,CRISIL Medium to Long Term Debt Index,3.66,5.79,6.84,2.45,42,11,50,48,52,10,7,6,Canara Rob Income Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Kotak Nifty Alpha 50 ETF,45687,Kotak Mahindra Mutual Fund,-0.81,4.07,30.9,71.81,Nifty Alpha 50 - TRI,,,,15.26,23,45,32,23,6,,,,Kotak Nifty Alpha 50 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Invesco India Banking and PSU Fund(G),17249,Invesco Mutual Fund,0.45,1.68,3.96,6.62,NIFTY Banking and PSU Debt Index,4.24,5.85,6.42,2.84,2,19,8,2,10,21,16,15,Invesco India Banking and PSU Fund(G),Debt : Banking & PSU,27,27,27,26,26,22,16,15,2.61,0.48,1.63,3.61,6.45,5.03,6.68,7.22,,,,,,,,
SBI FMP-46-1850D-Reg(G),45620,SBI Mutual Fund,0.59,1.77,3.9,6.71,CRISIL Medium to Long Term Debt Index,,,,2.71,29,26,39,36,53,,,,SBI FMP-46-1850D-Reg(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Aditya Birla SL Silver ETF FOF-Reg(G),46225,Aditya Birla Sun Life Mutual Fund,0.23,15.49,15.7,6.35,Silver,,,,9.96,10,14,4,18,50,,,,Aditya Birla SL Silver ETF FOF-Reg(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,,,,,,,,
Groww Largecap Fund-Reg(G),15997,Groww Mutual Fund,-2.9,3.19,18.85,28.78,NIFTY 100 - TRI,15.53,13.42,12.54,5.79,19,32,14,15,21,20,30,25,Groww Largecap Fund-Reg(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,,,,,,,,
PGIM India Gilt Fund(G),7012,PGIM India Mutual Fund,0.53,0.83,4.18,6.34,CRISIL Dynamic Gilt Index,4.46,6.22,7.41,2.94,16,28,34,18,18,19,15,14,PGIM India Gilt Fund(G),Debt : Gilt,35,35,35,35,35,23,21,21,2.87,0.58,1.3,4.25,6.38,4.75,6.74,7.82,,,,,,,,
Aditya Birla SL Long Duration Fund-Reg(G),46711,Aditya Birla Sun Life Mutual Fund,0.59,1.18,4.99,6.47,NIFTY Long Duration Debt Index,,,,3.67,7,13,15,7,11,,,,Aditya Birla SL Long Duration Fund-Reg(G),Debt : Long Duration,21,24,21,20,19,3,3,2,3.53,0.57,1.32,4.86,6.42,4.33,6.76,7.51,,,,,,,,
Nippon India Strategic Debt Fund(G),21911,Nippon India Mutual Fund,0.57,1.65,3.68,6.0,CRISIL Medium Duration Debt Index,9.17,-0.29,,2.67,10,8,13,16,27,2,13,,Nippon India Strategic Debt Fund(G),Debt : Medium Duration,30,30,30,30,30,14,13,10,2.57,0.52,1.61,3.72,6.42,5.79,5.57,7.19,,,,,,,,
Union Equity Savings Fund-Reg(G),40627,Union Mutual Fund,-0.64,1.05,7.06,12.76,Crisil Equity Savings Index,7.52,8.28,,2.85,44,31,51,48,47,48,43,,Union Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
Kotak FMP-310-1131D(G),47871,Kotak Mahindra Mutual Fund,0.52,1.64,3.77,6.57,NIFTY Medium Duration Debt Index,,,,2.51,75,82,80,56,75,,,,Kotak FMP-310-1131D(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Nippon India FMP-XLVI-1(G),48149,Nippon India Mutual Fund,0.54,1.92,,,NIFTY Ultra Short Duration Debt Index,,,,1.67,94,70,6,,,,,,Nippon India FMP-XLVI-1(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Axis S&P BSE Sensex ETF,47768,Axis Mutual Fund,-3.04,1.12,11.79,18.56,S&P BSE SENSEX - TRI,,,,0.88,108,124,89,107,109,,,,Axis S&P BSE Sensex ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,-2.97,1.73,12.37,19.06,15.08,15.55,12.12,2.51
PGIM India Arbitrage Fund-Reg(G),28514,PGIM India Mutual Fund,0.45,1.62,3.44,6.95,Nifty 50 Arbitrage,5.13,4.84,,2.61,24,17,23,24,22,19,17,,PGIM India Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,0.34,1.65,3.8,8.03,5.78,5.05,,7.49
Quantum Equity FoF-Reg(G),19904,Quantum Mutual Fund,-1.45,4.15,17.0,30.2,S&P BSE 200 - TRI,16.47,15.77,14.85,5.71,19,46,16,11,14,11,6,3,Quantum Equity FoF-Reg(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,-2.1,3.05,18.92,31.22,17.81,18.02,12.47,14.95
Kotak Nifty SDL Jul 2026 Index Fund-Reg(G),46729,Kotak Mahindra Mutual Fund,0.63,1.77,3.87,6.7,Nifty SDL Jul 2026 Index,,,,2.73,11,2,7,35,9,,,,Kotak Nifty SDL Jul 2026 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Bandhan All Seasons Bond Fund-Reg(G),2850,Bandhan Mutual Fund,0.48,1.58,3.6,6.38,NIFTY Medium Duration Debt Index,4.86,6.67,7.24,2.4,50,9,40,50,49,37,23,20,Bandhan All Seasons Bond Fund-Reg(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,,,,,,,,
DSP FMP 268-1281D-Reg(G),47124,DSP Mutual Fund,0.67,1.79,3.89,6.88,CRISIL Medium Duration Debt Index,,,,2.73,27,3,32,39,22,,,,DSP FMP 268-1281D-Reg(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Bandhan Regular Savings Fund-Reg(G),8465,Bandhan Mutual Fund,0.1,1.51,5.58,9.08,NIFTY AAA Short Duration Bond Index,5.52,6.43,7.57,2.11,16,7,12,13,14,17,16,15,Bandhan Regular Savings Fund-Reg(G),Hybrid : Debt Oriented (Conservative),19,19,19,19,19,18,18,18,3.16,0.02,1.7,6.46,11.45,8.31,8.17,8.37,,,,,,,,
SBI FMP-78-1170D-Reg(G),47638,SBI Mutual Fund,0.57,1.75,3.76,6.69,CRISIL Medium Duration Debt Index,,,,2.62,56,38,46,59,61,,,,SBI FMP-78-1170D-Reg(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Sundaram Global Brand Fund(G),3005,Sundaram Mutual Fund,-1.4,1.82,13.46,19.9,MSCI AC World Index,7.39,12.57,7.37,5.69,34,47,44,38,27,13,10,8,Sundaram Global Brand Fund(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
Quantum Gold Saving Fund-Reg(G),19961,Quantum Mutual Fund,-0.48,14.12,18.65,15.29,Gold-India,13.36,16.27,7.87,15.31,5,13,10,4,6,3,2,3,Quantum Gold Saving Fund-Reg(G),Gold : MFs,16,16,16,15,15,10,10,10,14.7,-0.17,14.28,17.93,13.32,13.27,16.12,7.76,,,,,,,,
Invesco India Gold ETF,8505,Invesco Mutual Fund,-0.45,13.83,18.18,15.81,Gold-India,13.55,16.79,8.7,15.55,3,17,15,12,3,2,2,9,Invesco India Gold ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
Kotak FMP-326-175D(G),48420,Kotak Mahindra Mutual Fund,0.6,2.03,,,NIFTY Ultra Short Duration Debt Index,,,,2.84,8,21,2,,,,,,Kotak FMP-326-175D(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Sundaram Money Market Fund-Reg(G),39625,Sundaram Mutual Fund,0.56,1.91,3.69,7.23,Nifty Money Market Index,5.52,5.58,,2.73,11,10,12,11,11,10,10,,Sundaram Money Market Fund-Reg(G),Debt : Money Market,22,22,22,22,21,17,14,13,2.71,0.55,1.91,3.66,7.21,5.55,5.77,6.7,,,,,,,,
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - Nov 2026 Index Fund-Reg(G),46213,Bandhan Mutual Fund,0.57,1.75,3.88,6.62,CRISIL IBX 90:10 SDL Plus Gilt Index - November 2026,,,,2.67,18,10,10,32,12,,,,Bandhan CRISIL IBX 90:10 SDL Plus Gilt - Nov 2026 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Bandhan Equity Savings Fund-Reg(G),5300,Bandhan Mutual Fund,-0.34,1.27,4.9,10.0,CRISIL Liquid Debt Index,7.12,7.66,6.58,2.13,52,21,48,52,52,51,46,24,Bandhan Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
PGIM India Dynamic Bond Fund(G),15247,PGIM India Mutual Fund,0.65,1.09,4.12,6.25,CRISIL Dynamic Bond Index,4.4,6.12,7.51,3.06,6,4,16,9,14,17,13,7,PGIM India Dynamic Bond Fund(G),Debt : Dynamic Bond,22,22,22,22,22,21,21,18,2.85,0.51,1.26,4.04,6.27,5.17,6.41,7.3,,,,,,,,
LIC MF Short Duration Fund-Reg(G),34304,LIC Mutual Fund,0.45,1.48,3.4,6.01,CRISIL Short Duration Debt Index,4.11,5.42,,2.44,16,24,22,20,22,21,16,,LIC MF Short Duration Fund-Reg(G),Debt : Short Duration,26,27,26,26,26,22,21,19,2.36,0.48,1.55,3.4,6.26,5.4,5.86,6.85,,,,,,,,
WOC Pharma and Healthcare Fund-Reg(G),48472,WhiteOak Capital Mutual Fund,-1.77,-1.06,,,S&P BSE Health Care - TRI,,,,,,2,8,,,,,,WOC Pharma and Healthcare Fund-Reg(G),Equity : Sectoral - Pharma,14,16,16,13,11,9,8,3,9.29,-3.18,-1.07,18.71,45.87,13.67,22.93,15.18,-2.8,-0.6,20.28,49.81,12.88,21.09,15.3,27.3
SBI FMP-50-1843D-Reg(G),45842,SBI Mutual Fund,0.53,1.75,3.91,6.72,CRISIL Medium to Long Term Debt Index,,,,2.69,33,79,50,34,50,,,,SBI FMP-50-1843D-Reg(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
DSP Silver ETF,46354,DSP Mutual Fund,0.14,15.94,16.27,7.04,Silver,,,,14.79,16,13,8,20,18,,,,DSP Silver ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
Edelweiss Emerging Markets Opp Eq. Offshore Fund-Reg(G),20281,Edelweiss Mutual Fund,0.57,5.97,11.64,10.3,MSCI Emerging Market Index,-6.11,3.92,,5.35,37,23,20,45,40,31,21,,Edelweiss Emerging Markets Opp Eq. Offshore Fund-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
Union Dynamic Bond(G),16032,Union Mutual Fund,0.51,1.0,3.95,5.57,CRISIL Dynamic Bond Index,3.82,5.98,6.4,2.7,15,15,18,13,20,20,15,18,Union Dynamic Bond(G),Debt : Dynamic Bond,22,22,22,22,22,21,21,18,2.85,0.51,1.26,4.04,6.27,5.17,6.41,7.3,,,,,,,,
Bajaj Finserv Banking and PSU Fund-Reg(G),48214,Bajaj Finserv Mutual Fund,0.42,1.49,,,NIFTY Banking and PSU Debt Index,,,,2.5,24,25,24,,,,,,Bajaj Finserv Banking and PSU Fund-Reg(G),Debt : Banking & PSU,27,27,27,26,26,22,16,15,2.61,0.48,1.63,3.61,6.45,5.03,6.68,7.22,,,,,,,,
SBI FMP-92-91D-Reg(G),48470,SBI Mutual Fund,0.58,1.92,,,CRISIL Liquid Debt Index,,,,,,31,5,,,,,,SBI FMP-92-91D-Reg(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
ICICI Pru India Equity (FOF)(G),44626,ICICI Prudential Mutual Fund,-0.2,4.18,24.97,45.67,S&P BSE 500 - TRI,24.47,,,11.03,8,24,13,5,5,2,,,ICICI Pru India Equity (FOF)(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
SBI FMP-43-1616D-Reg(G),45525,SBI Mutual Fund,0.51,1.72,3.73,6.88,CRISIL Medium Duration Debt Index,5.32,,,2.63,54,90,59,64,21,13,,,SBI FMP-43-1616D-Reg(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Tata Nifty G-Sec Dec 2026 Index Fund-Reg(G),47436,Tata Mutual Fund,0.58,1.64,3.76,6.36,Nifty G-sec Dec 2026 Index,,,,2.37,25,6,16,11,22,,,,Tata Nifty G-Sec Dec 2026 Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,14,13,10,2.57,0.52,1.61,3.72,6.42,5.79,5.57,7.19,,,,,,,,
LIC MF Long Term Value Fund-Reg(G),39956,LIC Mutual Fund,-2.18,-0.54,16.07,30.92,NIFTY 500 - TRI,16.45,16.19,,4.79,20,17,21,21,21,18,15,,LIC MF Long Term Value Fund-Reg(G),Equity : Value / Contra,22,22,22,22,21,18,17,14,8.43,-1.4,2.3,22.19,42.83,22.24,19.92,17.38,,,,,,,,
HSBC Nifty Next 50 Index Fund-Reg(G),33548,HSBC Mutual Fund,0.9,10.26,38.5,56.72,NIFTY NEXT 50 - TRI,20.63,,,19.62,9,21,8,10,20,12,,,HSBC Nifty Next 50 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
SBI Magnum Childrens Benefit Fund-Savings Plan,2748,SBI Mutual Fund,0.28,1.72,7.55,17.11,NIFTY 50 Hybrid Composite Debt 15:85 Index,12.38,11.49,12.41,3.85,19,4,27,30,25,15,16,7,SBI Magnum Childrens Benefit Fund-Savings Plan,Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Reg(G),47629,Nippon India Mutual Fund,0.52,1.52,3.8,6.31,Nifty G-Sec Oct 2028 Index,,,,2.37,49,26,33,46,38,,,,Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Canara Rob Dynamic Bond Fund-Reg(G),7792,Canara Robeco Mutual Fund,0.44,0.85,3.96,5.21,CRISIL Dynamic Bond Index,4.09,5.65,6.84,2.71,14,17,20,11,21,19,19,15,Canara Rob Dynamic Bond Fund-Reg(G),Debt : Dynamic Bond,22,22,22,22,22,21,21,18,2.85,0.51,1.26,4.04,6.27,5.17,6.41,7.3,,,,,,,,
Tata Gold ETF,48435,Tata Mutual Fund,-0.09,13.82,,,Gold-India,,,,,,15,16,,,,,,Tata Gold ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
HSBC Conservative Hybrid Fund(G),1458,HSBC Mutual Fund,0.34,3.12,7.87,12.91,NIFTY 50 Hybrid Composite Debt 15:85 Index,7.82,8.51,8.07,4.81,2,3,1,4,7,10,8,11,HSBC Conservative Hybrid Fund(G),Hybrid : Debt Oriented (Conservative),19,19,19,19,19,18,18,18,3.16,0.02,1.7,6.46,11.45,8.31,8.17,8.37,,,,,,,,
Kotak Nifty 100 Low Volatility 30 ETF,45688,Kotak Mahindra Mutual Fund,-2.51,-0.5,16.22,30.07,Nifty100 Low Volatility 30 - TRI,,,,3.27,77,75,122,71,64,,,,Kotak Nifty 100 Low Volatility 30 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
ICICI Pru S&P BSE 500 ETF FOF-Reg(G),45726,ICICI Prudential Mutual Fund,-2.25,1.79,17.74,31.53,S&P BSE 500 - TRI,,,,4.59,30,52,36,9,8,,,,ICICI Pru S&P BSE 500 ETF FOF-Reg(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
WOC Balanced Hybrid Fund-Reg(G),48213,WhiteOak Capital Mutual Fund,-0.45,2.81,10.22,,CRISIL Hybrid 50+50 - Moderate Index,,,,4.38,16,8,7,19,,,,,WOC Balanced Hybrid Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,,,,,,,,
Canara Rob Gilt Fund-Reg(G),538,Canara Robeco Mutual Fund,0.57,1.09,4.46,6.04,CRISIL Dynamic Gilt Index,4.56,6.38,7.71,3.1,9,15,29,11,28,17,14,12,Canara Rob Gilt Fund-Reg(G),Debt : Gilt,35,35,35,35,35,23,21,21,2.87,0.58,1.3,4.25,6.38,4.75,6.74,7.82,,,,,,,,
ICICI Pru Nifty Healthcare ETF,45383,ICICI Prudential Mutual Fund,-4.58,-2.22,18.43,44.31,Nifty Healthcare Index - TRI,,,,9.48,40,136,132,59,42,,,,ICICI Pru Nifty Healthcare ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Union Medium Duration Fund-Reg(G),44157,Union Mutual Fund,0.46,1.45,3.65,6.04,CRISIL Medium Duration Debt Index,4.34,,,2.41,23,24,28,17,25,12,,,Union Medium Duration Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,14,13,10,2.57,0.52,1.61,3.72,6.42,5.79,5.57,7.19,,,,,,,,
Aditya Birla SL Retirement Fund-40-Reg(G),42770,Aditya Birla Sun Life Mutual Fund,-1.16,1.18,10.8,22.75,CRISIL Hybrid 35+65 - Aggressive Index,9.76,10.14,,2.26,33,23,35,19,20,25,20,,Aditya Birla SL Retirement Fund-40-Reg(G),Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
Nippon India ETF Nifty Infrastructure BeES,12859,Nippon India Mutual Fund,-2.84,2.69,30.19,49.95,Nifty Infrastructure - TRI,25.77,22.05,12.2,13.19,28,94,50,25,33,8,6,19,Nippon India ETF Nifty Infrastructure BeES,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Sundaram Arbitrage Fund(G),32098,Sundaram Mutual Fund,0.43,1.64,3.48,7.16,Nifty 50 Arbitrage - TRI,4.84,3.97,,2.69,22,20,22,21,19,21,21,,Sundaram Arbitrage Fund(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,,,,,,,,
PGIM India Emerging Markets Equity Fund(G),815,PGIM India Mutual Fund,0.36,4.86,18.44,27.63,MSCI Emerging Market Index,-8.38,1.06,0.67,7.87,20,27,25,21,19,32,25,21,PGIM India Emerging Markets Equity Fund(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
Axis NIFTY IT Index Fund-Reg(G),47983,Axis Mutual Fund,-5.28,-11.9,8.05,,NIFTY IT - TRI,,,,-7.12,106,114,107,103,,,,,Axis NIFTY IT Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Mirae Asset Nifty Bank ETF,47993,Mirae Asset Mutual Fund,-2.56,4.05,8.67,,NIFTY BANK - TRI,,,,-1.44,116,78,33,114,,,,,Mirae Asset Nifty Bank ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Aditya Birla SL FMP-UR-85D-Reg(G),48407,Aditya Birla Sun Life Mutual Fund,0.56,,,,CRISIL Liquid Debt Index,,,,1.49,97,48,,,,,,,Aditya Birla SL FMP-UR-85D-Reg(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
Nippon India Nifty Bank Index Fund-Reg(G),48148,Nippon India Mutual Fund,-2.61,,,,NIFTY BANK - TRI,,,,,,68,,,,,,,Nippon India Nifty Bank Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Navi Aggressive Hybrid Fund-Reg(G),39479,Navi Mutual Fund,-0.79,0.68,9.5,20.85,CRISIL Hybrid 35+65 - Aggressive Index,13.2,11.66,,2.31,50,35,53,33,25,21,26,,Navi Aggressive Hybrid Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),47038,Mirae Asset Mutual Fund,0.56,1.76,3.71,6.65,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,,,,2.68,7,4,3,6,4,,,,Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund-Reg(G),Debt : Banking & PSU,27,27,27,26,26,22,16,15,2.61,0.48,1.63,3.61,6.45,5.03,6.68,7.22,,,,,,,,
ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,46440,ICICI Prudential Mutual Fund,0.59,1.55,3.82,6.35,Nifty 5 yr Benchmark G-Sec Index TRI,,,,2.28,51,5,27,44,36,,,,ICICI Pru Nifty 5 yr Benchmark G-SEC ETF,Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Kotak FMP-304-3119D(G),47401,Kotak Mahindra Mutual Fund,0.78,1.47,4.8,6.94,NIFTY Long Duration Debt Index,,,,3.04,2,1,95,1,15,,,,Kotak FMP-304-3119D(G),Debt : FTP/FMP,103,110,102,94,92,21,16,12,2.5,0.55,1.72,3.84,6.79,5.49,5.59,6.18,,,,,,,,
ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),46205,ICICI Prudential Mutual Fund,-1.9,19.45,19.31,11.05,NYSE Arca Gold Miners Index,,,,9.12,11,50,2,18,38,,,,ICICI Pru Strategic Metal and Energy Equity FoF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
Motilal Oswal Multi Asset Fund-Reg(G),45017,Motilal Oswal Mutual Fund,-1.39,0.76,5.16,12.91,CRISIL Short Term Bond Index,6.41,,,2.59,17,22,20,16,12,10,,,Motilal Oswal Multi Asset Fund-Reg(G),Hybrid : Multi Asset Allocation,17,24,20,17,12,10,7,7,7.17,-0.76,3.85,14.99,26.35,15.9,17.33,12.85,,,,,,,,
TRUSTMF Short Duration Fund-Reg(G),45652,Trust Mutual Fund,0.48,1.46,3.14,6.04,CRISIL Short Duration Debt Index,,,,2.18,23,17,23,25,21,,,,TRUSTMF Short Duration Fund-Reg(G),Debt : Short Duration,26,27,26,26,26,22,21,19,2.36,0.48,1.55,3.4,6.26,5.4,5.86,6.85,,,,,,,,
Edelweiss US Value Equity Offshore Fund-Reg(G),21920,Edelweiss Mutual Fund,0.91,6.53,17.11,18.23,Russell 1000 Index,8.56,13.42,10.56,6.9,29,15,17,31,28,9,7,3,Edelweiss US Value Equity Offshore Fund-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
Helios Overnight Fund-Reg(G),48295,Helios Mutual Fund,0.53,1.6,3.3,,CRISIL Liquid Overnight Index,,,,2.35,16,12,18,16,,,,,Helios Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,32,27,15,3,2.35,0.52,1.6,3.3,6.69,5.19,4.67,5.75,,,,,,,,
Samco ELSS Tax Saver Fund-Reg(G),46606,Samco Mutual Fund,-1.2,-2.73,7.78,28.27,NIFTY 500 - TRI,,,,-1.19,60,32,59,59,45,,,,Samco ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
Nippon India Nifty IT Index Fund-Reg(G),48568,Nippon India Mutual Fund,-5.27,,,,NIFTY IT - TRI,,,,,,113,,,,,,,Nippon India Nifty IT Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
